country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
GBRTENW,2001,1,interm,3,I000,252426,1808,318,185,281,882,1266,1470,2163,2672,3393,4977,8294,11452,16017,23300,34192,44987,42026,52743,33182,19561,15665,3896,.,.
GBRTENW,2001,1,interm,3,I001,264.23,0,2.02,0,0,0,0,0,0,1,1,1,1,1,1.99,3,31.93,46.95,58.37,114.98,65.07,50.29,36.93,13.62,.,.
GBRTENW,2001,1,interm,3,I002,238.4,0,0,0,0,0,4.04,5.6,4.96,6.97,7.96,9.97,5.99,9.01,7.98,21.03,38.91,47.95,47.3,20.72,14.23,6.42,6.33,0,.,.
GBRTENW,2001,1,interm,3,I003,819.74,25.52,9.09,4.89,2.66,3.84,1.01,2.8,11.91,9.96,7.96,9.97,20.96,30.03,39.89,60.08,92.8,152.85,141.89,191.63,118.95,72.77,58.03,14.75,.,.
GBRTENW,2001,1,interm,3,I004,133.71,0,0,0,0,0,2.02,0.93,0.99,11.95,16.92,29.92,20.96,10.01,13.96,9.01,5.99,6.99,3.02,1.04,1.02,0,0,0,.,.
GBRTENW,2001,1,interm,3,I005,119.01,2.04,0,0,0,0,1.01,8.4,23.82,19.91,27.87,13.96,5.99,8.01,1,4.01,2,1,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,I006,446.01,34.71,23.22,5.87,5.32,4.8,16.18,9.33,11.91,22.9,15.92,17.95,17.96,24.02,25.93,41.06,33.93,43.96,39.25,51.79,30.5,21.4,15.83,5.67,.,.
GBRTENW,2001,1,interm,3,I007,1098.2,0,0,0,0.89,0,2.02,2.8,6.95,2.99,18.91,74.8,111.77,157.14,132.64,146.2,135.7,139.86,77.48,88.05,62.02,25.68,20.05,5.67,.,.
GBRTENW,2001,1,interm,3,I008,3927.1,0,0,0,0,0,2.02,0.93,9.93,12.94,37.82,101.73,234.52,330.29,421.84,514.71,657.56,685.31,538.37,379.12,265.35,112.36,99.18,12.48,.,.
GBRTENW,2001,1,interm,3,I009,3498.88,0,0,0,0.89,0,0,3.73,8.93,18.92,27.87,51.86,100.79,169.15,290.2,442.61,631.61,694.31,550.44,507.56,371.08,133.76,117.12,15.89,.,.
GBRTENW,2001,1,interm,3,I010,7509.87,0,0,0,0,1.92,1.01,1.87,12.9,30.86,66.69,131.66,333.32,461.4,708.05,973.34,1292.17,1416.58,1051.58,1026.52,720.82,301.76,245.84,55.61,.,.
GBRTENW,2001,1,interm,3,I011,2864.74,0,0,0,0,0,0,0,6.95,16.92,38.82,78.79,133.73,234.2,318.13,384.53,475.96,500.5,359.25,316.97,212.48,103.8,89.68,13.62,.,.
GBRTENW,2001,1,interm,3,I012,2497.67,0,1.01,0,0,2.88,4.04,8.4,12.9,17.92,34.84,60.84,103.79,186.16,228.37,342.47,398.13,484.52,308.93,302.47,189.1,113.43,96.01,17.02,.,.
GBRTENW,2001,1,interm,3,I013,18328.92,0,0,0,0,0,0,2.8,12.9,31.86,87.59,284.26,706.55,1231.07,1872.86,2646.63,3428.48,3764.23,2529.83,1729.86,1257.62,463.34,405.16,55.61,.,.
GBRTENW,2001,1,interm,3,I014,976.76,0,0,0,0,0,5.06,8.4,17.87,29.87,23.89,41.89,78.84,76.07,89.75,106.15,115.75,137.86,109.69,135.7,96.58,38.52,28.49,10.21,.,.
GBRTENW,2001,1,interm,3,I015,80.36,0,0,0,0,0,0,0,0,0,0,1.99,2.99,2,10.97,7.01,11.97,19.98,13.08,10.36,8.13,2.14,2.11,0,.,.
GBRTENW,2001,1,interm,3,I016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,I017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,I018,9024.16,0,0,0,0,0,0,0,0,1,2.99,17.95,64.87,159.14,397.91,759.04,1289.17,1956.04,1953.22,2422.83,1577.87,842.15,704.8,135.05,.,.
GBRTENW,2001,1,interm,3,I019,160.33,0,0,0,0,1.92,2.02,1.87,9.93,11.95,8.96,7.98,4.99,15.01,13.96,18.02,13.97,15.98,14.09,19.68,9.15,10.7,9.5,1.13,.,.
GBRTENW,2001,1,interm,3,I020,2980.89,0,0,0.98,0,0,0,0,1.99,4.98,8.96,19.95,47.9,115.1,183.5,284.39,475.96,611.39,550.44,675.37,438.18,236.49,188.86,47.66,.,.
GBRTENW,2001,1,interm,3,I021,1761.04,0,1.01,2.94,0,0,0,5.6,7.94,12.94,17.92,47.87,123.75,145.13,200.45,230.32,293.36,277.72,230.44,163.66,120.98,41.73,35.87,5.67,.,.
GBRTENW,2001,1,interm,3,I022,2119.42,2.04,8.08,16.64,20.39,20.18,24.27,18.67,31.77,39.82,39.81,54.86,83.83,105.09,158.56,236.32,275.4,364.64,294.85,324.22,217.57,105.94,89.68,15.89,.,.
GBRTENW,2001,1,interm,3,I023,15749.84,7.15,35.33,24.47,26.59,49,61.68,66.27,126.07,190.15,270.72,360.06,786.39,1092.95,1449.02,1885.59,2476.57,2707.29,2205.8,1928.74,1336.92,585.33,499.06,83.98,.,.
GBRTENW,2001,1,interm,3,I024,421.27,7.15,5.05,2.94,7.09,3.84,9.1,7.47,8.93,15.93,11.94,13.96,13.97,23.02,16.95,27.04,28.94,51.95,61.38,104.62,54.9,50.29,42.2,7.94,.,.
GBRTENW,2001,1,interm,3,I025,2977.35,0,0,0,0,0,4.04,12.13,17.87,31.86,39.81,56.85,94.81,116.1,201.45,297.41,471.96,532.47,511.2,589.39,389.38,199.03,164.59,34.05,.,.
GBRTENW,2001,1,interm,3,I026,600.32,23.48,13.12,10.77,13.3,15.37,24.27,12.13,16.88,25.88,21.9,15.96,37.92,30.03,47.87,54.07,57.87,64.94,49.31,65.26,36.6,28.89,23.21,5.67,.,.
GBRTENW,2001,1,interm,3,I027,266.09,0,0,0,0,0,2.02,7.47,7.94,15.93,33.84,38.9,44.91,42.04,28.92,18.02,10.98,7.99,4.03,3.11,3.05,0,0,0,.,.
GBRTENW,2001,1,interm,3,I028,747.84,0,0,0,3.55,32.67,114.26,158.67,183.64,110.5,73.65,43.89,14.97,6.01,1.99,3,0,0,0,1.04,1.02,0,0,0,.,.
GBRTENW,2001,1,interm,3,I029,3792.26,0,0,0,0,0,0,0,0.99,2.99,3.98,4.99,8.98,14.01,29.92,107.15,234.49,619.38,892.59,1872.8,1084.78,792.93,642.55,149.8,.,.
GBRTENW,2001,1,interm,3,I030,6573.6,58.19,56.53,20.56,44.32,78.78,51.57,61.6,97.28,119.46,133.37,147.61,209.57,236.21,289.21,454.62,672.52,1161.84,1213.59,1466.75,966.85,497.59,422.04,73.77,.,.
GBRTENW,2001,1,interm,3,I031,353.17,0,0,0,0,0.96,2.02,0.93,2.98,2.99,2.99,5.98,10.98,21.02,15.96,38.05,57.87,65.93,63.4,61.11,36.6,24.61,22.16,2.27,.,.
GBRTENW,2001,1,interm,3,I032,1395.21,0,0,0,0,0,1.01,0,6.95,2.99,14.93,34.91,66.86,70.06,108.7,148.2,165.64,278.72,244.53,251.71,161.65,89.89,75.97,13.62,.,.
GBRTENW,2001,1,interm,3,I033,59044.23,2.04,2.02,0,0.89,0.96,5.06,17.73,83.38,226.98,538.46,1094.14,2000.9,2912.54,4361.02,6279.62,9093.05,11375.62,10180.71,10869.09,7264.09,3582.62,2950.05,626.45,.,.
GBRTENW,2001,1,interm,3,I034,9976.44,23.48,6.06,1.96,14.18,26.9,32.36,35.47,81.4,103.54,125.41,167.56,233.52,317.28,397.91,674.93,1016.77,1661.34,1854.61,3201.79,1810.69,1401.8,1098.35,305.28,.,.
GBRTENW,2001,1,interm,3,I035,22545.86,3.06,1.01,5.87,2.66,6.73,16.18,29.87,34.74,70.68,140.34,208.46,385.21,572.5,805.79,1484.04,2665.15,4291.71,4875.51,6946.36,4347.27,2600.29,2062.71,539.06,.,.
GBRTENW,2001,1,interm,3,I036,9033.36,3.06,1.01,0,0.89,4.8,1.01,13.07,20.85,33.85,49.77,83.78,154.68,263.23,493.64,909.25,1494.72,1920.08,1742.91,1842.76,1226.1,613.15,513.83,97.6,.,.
GBRTENW,2001,1,interm,3,I037,18.28,2.04,2.02,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3.02,6.22,4.07,2.14,2.11,0,.,.
GBRTENW,2001,1,interm,3,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,I039,12498.93,17.36,8.08,1.96,0.89,5.76,9.1,14,24.82,49.78,60.71,110.71,142.71,212.19,294.19,495.68,920.98,1842.16,2431.21,5856.65,2963.59,2930.94,2122.85,825.05,.,.
GBRTENW,2001,1,interm,3,I040,305.56,13.27,5.05,0,0,0.96,1.01,0.93,2.98,2.99,2.99,1.99,11.98,9.01,14.96,14.02,30.93,43.96,56.35,92.19,55.92,36.38,27.43,9.08,.,.
GBRTENW,2001,1,interm,3,I041,13988.37,0,4.04,0.98,3.55,5.76,5.06,9.33,12.9,32.85,40.81,78.79,176.64,388.34,673.15,1197.64,2283.99,3096.9,2829.71,3147.92,2192.95,943.81,791.32,149.8,.,.
GBRTENW,2001,1,interm,3,I042,4705.44,18.38,8.08,5.87,3.55,1.92,9.1,8.4,17.87,32.85,26.87,30.92,74.85,132.12,202.44,351.48,586.71,872.13,932.84,1389.06,801.13,591.75,450.53,142.99,.,.
GBRTENW,2001,1,interm,3,I043,1768.72,0,0,0,0.89,0.96,1.01,1.87,3.97,9.96,21.9,22.94,63.87,85.07,93.74,156.21,244.46,342.66,305.91,413.3,258.23,155.16,125.56,29.51,.,.
GBRTENW,2001,1,interm,3,I044,3742.01,2.04,2.02,0.98,0,1.92,9.1,20.53,89.34,186.16,358.31,467.78,600.77,525.46,401.9,338.46,281.38,225.77,136.86,93.23,62.02,31.03,27.43,3.4,.,.
GBRTENW,2001,1,interm,3,I045,5206.63,14.29,11.1,2.94,1.77,2.88,12.13,8.4,41.69,47.79,56.73,97.74,147.7,185.16,285.22,383.53,680.51,965.03,997.24,1264.76,764.53,501.87,397.77,104.41,.,.
GBRTENW,2001,1,interm,3,I046,364.7,0,0,0,0,0,0,0,0,1,1.99,6.98,7.98,9.01,15.96,20.03,46.9,59.94,64.4,130.52,76.25,54.57,46.42,7.94,.,.
GBRTENW,2001,1,interm,3,I047,1305.28,0,1.01,0.98,3.55,5.76,1.01,2.8,9.93,6.97,7.96,11.97,43.91,27.02,73.8,116.16,140.69,224.78,201.26,425.73,230.78,196.89,150.88,46.53,.,.
GBRTENW,2001,1,interm,3,I048,3321.15,2.04,1.01,0.98,0.89,5.76,3.03,5.6,6.95,16.92,5.97,36.9,37.92,59.05,102.72,184.25,307.33,593.41,673.21,1277.19,738.1,542.53,417.82,125.97,.,.
GBRTENW,2001,1,interm,3,I049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,I050,1125.86,1116.86,7.07,0.98,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,I051,908.49,381.81,45.43,13.7,19.5,36.51,22.25,20.53,27.79,35.84,31.85,20.95,31.93,49.04,52.85,25.03,32.93,26.97,21.13,12.43,7.12,5.35,4.22,1.13,.,.
GBRTENW,2001,1,interm,3,I052,2244.04,3.06,13.12,25.45,59.39,261.33,263.92,224,235.26,207.07,151.29,117.69,106.78,104.09,78.78,80.11,81.82,94.91,61.38,74.58,53.88,20.33,18.99,1.13,.,.
GBRTENW,2001,1,interm,3,I053,4222.32,21.44,26.25,18.6,25.71,93.2,167.86,218.4,241.22,283.73,240.86,228.4,219.55,196.17,183.5,179.25,266.42,359.64,464.91,787.24,416.83,374.53,296.48,78.31,.,.
GBRTENW,2001,1,interm,3,I054,2615.28,0,0,0,2.66,86.47,172.91,232.4,346.44,299.65,272.71,264.31,243.5,180.16,123.66,90.12,87.81,93.91,54.34,64.22,42.7,21.4,16.88,4.54,.,.
GBRTENW,2001,1,interm,3,I055,73.06,2.04,5.05,4.89,1.77,2.88,13.15,9.33,4.96,6.97,9.95,1.99,1,4,1.99,0,0,1,0,2.07,1.02,1.07,1.06,0,.,.
GBRTENW,2001,1,interm,3,I056,1685.57,21.44,14.13,8.81,13.3,113.37,186.06,188.53,212.43,191.14,148.3,140.63,114.76,100.09,50.86,57.08,50.89,33.97,21.13,18.65,16.27,2.14,1.06,1.13,.,.
GBRTENW,2001,2,interm,3,I000,277947,1432,270,188,178,378,467,597,994,1555,2213,3277,5640,7359,10251,15161,25304,39637,49171,113875,55460,58415,40434,17981,.,.
GBRTENW,2001,2,interm,3,I001,538.94,1.02,0,0,0,0,0,0,0.97,0,0,2,2.99,3.02,6.01,7.98,24.94,69.09,117.68,303.24,152.5,150.31,115.74,33.12,.,.
GBRTENW,2001,2,interm,3,I002,198.38,0,0,0.96,0,0.99,1.01,4.81,2.92,0.97,1,3,5.98,9.06,11.02,22.93,36.92,41.05,24.35,31.41,19.71,11.3,7.64,3.68,.,.
GBRTENW,2001,2,interm,3,I003,1021.56,9.19,2.05,3.84,1.05,4.96,2.02,4.81,12.64,6.76,11.01,11,19.92,26.17,33.06,62.82,88.8,176.22,169.42,375.8,188.81,186.47,128.84,57.66,.,.
GBRTENW,2001,2,interm,3,I004,62.1,0,0,0,0,0.99,1.01,0.96,0,3.86,4,1,4.98,4.03,3.01,10.97,10.98,9.01,4.06,3.25,3.11,0,0,0,.,.
GBRTENW,2001,2,interm,3,I005,44.44,1.02,1.03,0.96,1.05,0.99,0,8.67,4.86,8.69,7.01,4,0,0,4.01,0,0,0,0,2.17,1.04,1.13,1.09,0,.,.
GBRTENW,2001,2,interm,3,I006,450.04,27.58,16.43,3.84,7.33,11.91,10.09,8.67,10.7,12.55,12.01,14,21.91,24.16,15.03,26.92,34.92,43.05,39.56,109.38,40.46,70.07,48.04,22.08,.,.
GBRTENW,2001,2,interm,3,I007,605.43,0,0,0,0,0,1.01,2.89,2.92,2.9,14.01,23.01,35.86,54.36,50.1,69.8,71.84,95.12,68.98,112.63,61.21,50.86,31.66,19.63,.,.
GBRTENW,2001,2,interm,3,I008,2274.65,0,0,0,0,0,0,0,0.97,3.86,15.01,25.01,69.73,86.58,125.24,184.48,316.3,424.52,424.05,598.9,351.69,241.85,185.62,53.98,.,.
GBRTENW,2001,2,interm,3,I009,2210.51,0,0,0,0,0,0,3.85,5.84,15.44,19.02,32.01,62.76,67.45,97.19,197.44,275.39,387.48,409.84,636.8,369.33,262.19,206.36,52.75,.,.
GBRTENW,2001,2,interm,3,I010,6844.92,0,0,0,0,0.99,4.03,3.85,14.59,19.3,63.06,94.03,202.21,302.01,415.81,555.42,843.13,1125.39,1206.2,1994.88,1124.57,856.63,630.01,222.05,.,.
GBRTENW,2001,2,interm,3,I011,3209.15,0,0,0,0,0,1.01,0,0,6.76,27.02,33.01,96.62,151.01,243.48,335.05,457.99,591.73,569.11,696.37,416.01,273.49,212.91,57.66,.,.
GBRTENW,2001,2,interm,3,I012,2417.88,0,1.03,0,3.14,0,1.01,1.93,5.84,5.79,19.02,38.01,69.73,102.68,153.3,213.39,335.26,450.56,412.89,604.31,358.95,239.59,186.71,50.3,.,.
GBRTENW,2001,2,interm,3,I013,11438.32,0,0,0,0,0,0,2.89,9.73,26.06,73.07,229.07,483.12,728.85,994.94,1358.15,2183.17,2279.82,1727.63,1341.83,957.55,357.12,280.61,72.38,.,.
GBRTENW,2001,2,interm,3,I014,920.11,0,0,0,0,0,7.06,3.85,14.59,17.37,31.03,34.01,62.76,63.42,60.12,71.8,95.79,109.13,105.5,243.67,120.34,123.18,85.17,38.03,.,.
GBRTENW,2001,2,interm,3,I015,11772.92,0,0,0,0,1.98,1.01,16.37,91.42,243.24,368.33,513.16,895.51,1014.76,967.89,1099.88,1262.21,1480.83,1396.91,2419.42,1260.48,1151.6,785.05,368.04,.,.
GBRTENW,2001,2,interm,3,I016,2474.37,0,0,0,0,0.99,5.04,15.41,51.55,66.6,62.06,108.03,136.47,158.05,216.42,258.27,305.32,366.45,332.74,390.96,230.31,157.09,122.29,33.12,.,.
GBRTENW,2001,2,interm,3,I017,4112.78,0,0,0,0,0,0,7.7,16.53,30.89,49.04,144.04,287.88,354.36,463.91,532.49,604.66,638.79,477.81,504.68,342.35,153.7,117.92,34.35,.,.
GBRTENW,2001,2,interm,3,I018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,2,interm,3,I019,534.24,0,0,0,0,0,0,0,4.86,3.86,8.01,11,25.9,25.17,36.07,41.88,40.91,88.11,89.27,159.2,85.07,73.46,60.05,12.27,.,.
GBRTENW,2001,2,interm,3,I020,1520.82,0,0,0,0,0,0,0,0.97,3.86,7.01,15,19.92,27.18,57.11,94.73,183.59,294.36,297.24,519.84,281.14,236.2,181.25,52.75,.,.
GBRTENW,2001,2,interm,3,I021,1091.99,0,1.03,1.92,2.09,0,2.02,0.96,0.97,4.83,14.01,23.01,45.82,59.4,108.21,139.6,150.67,196.24,159.27,181.94,120.34,58.77,52.41,4.91,.,.
GBRTENW,2001,2,interm,3,I022,1712.12,2.04,12.32,17.27,18.85,11.91,9.08,21.18,19.45,28.96,23.02,44.01,55.78,76.51,114.22,141.6,178.6,255.32,260.72,421.29,244.83,172.91,124.47,47.84,.,.
GBRTENW,2001,2,interm,3,I023,15346.34,7.15,22.59,31.65,26.18,37.7,38.33,64.51,79.75,128.38,192.17,261.08,540.89,773.15,1023,1362.14,2102.35,2600.21,2499.64,3555.48,2083.16,1440.91,1084.22,345.95,.,.
GBRTENW,2001,2,interm,3,I024,604.93,5.11,5.13,2.88,3.14,0.99,8.07,5.78,5.84,2.9,8.01,9,17.93,16.11,19.04,28.92,49.89,68.08,73.04,275.08,119.3,157.09,107,50.3,.,.
GBRTENW,2001,2,interm,3,I025,3310.6,0,2.05,0.96,0,0.99,8.07,3.85,10.7,19.3,21.02,21.01,32.87,57.38,125.24,201.43,346.23,480.59,669.55,1309.34,689.89,614.79,441.11,171.75,.,.
GBRTENW,2001,2,interm,3,I026,1038.35,29.62,21.56,9.59,6.28,21.83,13.11,9.63,15.56,14.48,23.02,22.01,37.85,29.19,49.1,57.84,62.86,106.13,132.89,375.8,176.36,200.03,132.12,68.7,.,.
GBRTENW,2001,2,interm,3,I027,124.89,0,0,0,0,0,0,1.93,2.92,9.65,15.01,18.01,25.9,20.13,9.02,9.97,3.99,2,2.03,4.33,2.07,2.26,2.18,0,.,.
GBRTENW,2001,2,interm,3,I028,134.85,0,0,0,2.09,12.9,24.21,27.92,30.15,14.48,10.01,5,1,2.01,0,1,2,1,0,1.08,0,1.13,1.09,0,.,.
GBRTENW,2001,2,interm,3,I029,9682.82,0,2.05,0,1.05,0.99,1.01,0.96,1.95,4.83,4,4,7.97,13.09,28.05,59.83,214.53,822.02,1766.18,6750.32,2942.15,3839.03,2655.42,1183.85,.,.
GBRTENW,2001,2,interm,3,I030,8047.05,39.83,41.06,31.65,17.8,42.66,36.31,39.48,72.95,77.22,97.09,138.04,186.27,232.55,278.54,368.95,658.54,1104.37,1451.7,3132.03,1665.08,1454.47,1061.29,386.44,.,.
GBRTENW,2001,2,interm,3,I031,983.67,1.02,0,0,0,0,1.01,0,1.95,2.9,2,6,9.96,25.17,59.12,96.73,151.66,167.21,195.79,263.17,147.32,114.14,92.81,19.63,.,.
GBRTENW,2001,2,interm,3,I032,1992.94,0,0,0,0,0.99,1.01,0.96,1.95,4.83,11.01,9,25.9,35.23,72.14,98.72,165.63,309.38,354.05,902.14,472.03,427.19,303.54,122.68,.,.
GBRTENW,2001,2,interm,3,I033,49197.35,0,0,0.96,0,2.98,1.01,4.81,13.62,51.16,117.11,221.07,419.36,724.83,1439.81,2525.84,4814.35,8009.9,9934.63,20915.93,10922.07,9928.14,7160.46,2732.05,.,.
GBRTENW,2001,2,interm,3,I034,15671.5,20.43,17.45,7.67,9.42,12.9,25.22,11.55,26.26,63.71,62.06,77.02,124.51,194.29,266.52,462.69,872.07,1750.16,2895.28,8772.28,3806.33,5007.58,3338.93,1684.38,.,.
GBRTENW,2001,2,interm,3,I035,38172.79,0,1.03,0.96,4.19,1.98,7.06,25.04,33.07,78.18,127.11,199.06,292.86,404.69,589.15,1166.69,2363.77,4951.12,7636.87,20289.95,9823.43,10471.73,7405.04,3047.34,.,.
GBRTENW,2001,2,interm,3,I036,9415.88,1.02,0,0,0,2.98,3.03,8.67,21.4,30.89,33.03,65.02,102.6,139.93,225.44,458.7,917.97,1594.97,1908.2,3902.04,1996.02,1897.48,1396.5,490.71,.,.
GBRTENW,2001,2,interm,3,I037,22.51,0,1.03,0.96,0,0.99,0,0.96,0,0.97,0,0,1.99,0,0,0,1,5.01,2.03,7.58,1.04,6.78,3.28,3.68,.,.
GBRTENW,2001,2,interm,3,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,2,interm,3,I039,20584.37,15.32,8.21,2.88,2.09,2.98,5.04,13.48,9.73,35.71,42.04,62.02,96.62,123.82,182.36,352,789.25,1815.24,3193.53,13832.04,5272.22,8690.66,5246.42,3539.28,.,.
GBRTENW,2001,2,interm,3,I040,442.8,7.15,7.19,1.92,0,1.98,0,0,0.97,0,2,3,1.99,6.04,6.01,15.95,22.95,49.06,75.07,241.51,96.48,146.92,92.81,55.21,.,.
GBRTENW,2001,2,interm,3,I041,12087.31,0,4.11,6.71,8.38,8.93,7.06,9.63,5.84,16.41,29.03,63.02,180.3,276.84,581.13,984.21,1831.95,2552.16,2397.18,3124.45,1839.36,1256.7,945.56,301.79,.,.
GBRTENW,2001,2,interm,3,I042,4888.92,8.17,9.24,4.8,0,3.97,8.07,5.78,9.73,10.62,22.02,26.01,41.84,74.5,110.22,173.51,304.33,610.76,884.61,2580.78,1128.72,1463.51,905.16,571.68,.,.
GBRTENW,2001,2,interm,3,I043,2140.85,0,0,0,0,1.98,0,1.93,2.92,4.83,7.01,16,28.89,49.33,56.11,104.7,196.56,334.41,452.45,883.73,455.43,426.06,296.99,128.81,.,.
GBRTENW,2001,2,interm,3,I044,2383.22,3.06,3.08,0.96,0,0,6.05,12.52,48.63,89.77,180.16,258.08,324.73,251.68,257.5,231.34,213.53,225.28,150.14,126.71,89.22,35.03,24.02,11.04,.,.
GBRTENW,2001,2,interm,3,I045,8659.42,14.3,7.19,5.76,4.19,1.98,9.08,12.52,34.04,32.82,43.04,70.02,115.55,151.01,234.46,414.82,732.38,1276.58,1663.72,3835.98,1885.01,1949.46,1405.23,537.33,.,.
GBRTENW,2001,2,interm,3,I046,966.88,0,0,0,0,1.98,1.01,0.96,5.84,5.79,2,8,9.96,8.05,17.03,26.92,65.85,108.13,203.91,501.43,206.45,298.35,191.08,109.18,.,.
GBRTENW,2001,2,interm,3,I047,3453.9,1.02,4.11,1.92,2.09,0.99,4.03,4.81,4.86,13.51,12.01,21.01,39.84,59.4,84.16,130.63,230.49,455.56,612.74,1770.7,774.96,1003.55,691.15,312.83,.,.
GBRTENW,2001,2,interm,3,I048,4621.62,4.09,1.03,0.96,1.05,1.98,7.06,6.74,5.84,12.55,22.02,30.01,37.85,61.41,107.21,153.56,289.36,523.65,895.77,2459.49,1068.55,1402.48,977.22,424.47,.,.
GBRTENW,2001,2,interm,3,I049,43.94,0,0,0,0,2.98,5.04,8.67,15.56,8.69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,2,interm,3,I050,848.71,839.59,5.13,0.96,1.05,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,2,interm,3,I051,878.26,351.36,27.72,18.22,15.71,11.91,18.16,24.07,24.32,22.2,28.03,20.01,48.81,55.37,35.07,35.9,36.92,37.05,27.39,40.07,23.86,15.82,10.92,4.91,.,.
GBRTENW,2001,2,interm,3,I052,761.05,1.02,14.37,11.51,19.89,72.43,53.46,44.29,45.71,45.37,27.02,29.01,30.88,39.26,31.06,39.89,51.89,60.07,65.94,77.98,52.91,23.73,22.93,0,.,.
GBRTENW,2001,2,interm,3,I053,4492.63,22.47,21.56,6.71,8.38,26.79,42.36,36.59,49.6,76.25,107.1,98.03,111.56,89.6,101.2,113.68,243.46,424.52,680.7,2232.06,955.47,1288.34,857.12,435.51,.,.
GBRTENW,2001,2,interm,3,I054,736.73,0,0,0,2.09,11.91,38.33,40.44,56.41,77.22,76.07,56.02,76.7,75.5,57.11,30.91,36.92,39.05,27.39,34.66,21.79,12.43,9.83,2.45,.,.
GBRTENW,2001,2,interm,3,I055,48.82,4.09,1.03,1.92,3.14,0.99,3.03,2.89,6.81,2.9,4,4,1.99,0,1,1,2.99,4,3.04,0,0,0,0,0,.,.
GBRTENW,2001,2,interm,3,I056,705.42,15.32,8.21,6.71,6.28,45.64,46.4,56.81,76.84,83.98,56.05,56.02,58.77,31.21,29.06,26.92,26.94,27.03,22.32,24.91,13.49,11.3,8.73,2.45,.,.
GBRTENW,2001,3,interm,3,I000,530373,3240,588,373,459,1260,1733,2067,3157,4227,5606,8254,13934,18811,26268,38461,59496,84624,91197,166618,88642,77976,56099,21877,.,.
GBRTENW,2001,3,interm,3,I001,803.17,1.02,2.02,0,0,0,0,0,0.97,1,1,3,3.99,4.02,8.01,10.98,56.87,116.04,176.04,418.22,217.57,200.6,152.67,46.74,.,.
GBRTENW,2001,3,interm,3,I002,436.77,0,0,0.96,0,0.99,5.05,10.41,7.88,7.93,8.96,12.97,11.96,18.07,19,43.96,75.83,89,71.64,52.12,33.94,17.72,13.97,3.68,.,.
GBRTENW,2001,3,interm,3,I003,1841.29,34.71,11.14,8.73,3.71,8.8,3.03,7.61,24.56,16.71,18.97,20.98,40.88,56.2,72.95,122.9,181.6,329.06,311.3,567.43,307.76,259.24,186.87,72.41,.,.
GBRTENW,2001,3,interm,3,I004,195.82,0,0,0,0,0.99,3.03,1.9,0.99,15.81,20.92,30.92,25.94,14.04,16.97,19.98,16.96,16,7.08,4.28,4.13,0,0,0,.,.
GBRTENW,2001,3,interm,3,I005,163.46,3.06,1.03,0.96,1.05,0.99,1.01,17.07,28.69,28.6,34.87,17.96,5.99,8.01,5.01,4.01,2,1,0,2.17,1.04,1.13,1.09,0,.,.
GBRTENW,2001,3,interm,3,I006,896.05,62.29,39.64,9.71,12.65,16.71,26.27,18,22.61,35.45,27.94,31.96,39.88,48.18,40.96,67.98,68.85,87.01,78.81,161.17,70.96,91.47,63.87,27.76,.,.
GBRTENW,2001,3,interm,3,I007,1703.62,0,0,0,0.89,0,3.03,5.69,9.87,5.88,32.92,97.81,147.63,211.5,182.73,216,207.54,234.98,146.47,200.68,123.23,76.54,51.71,25.3,.,.
GBRTENW,2001,3,interm,3,I008,6201.74,0,0,0,0,0,2.02,0.93,10.9,16.8,52.84,126.74,304.25,416.86,547.09,699.18,973.86,1109.84,962.41,978.02,617.04,354.2,284.8,66.46,.,.
GBRTENW,2001,3,interm,3,I009,5709.39,0,0,0,0.89,0,0,7.58,14.77,34.36,46.89,83.87,163.55,236.6,387.39,640.05,907.01,1081.78,960.29,1144.36,740.41,395.95,323.48,68.64,.,.
GBRTENW,2001,3,interm,3,I010,14354.79,0,0,0,0,2.91,5.05,5.72,27.49,50.17,129.74,225.68,535.53,763.41,1123.87,1528.76,2135.3,2541.97,2257.78,3021.4,1845.39,1158.4,875.84,277.66,.,.
