"country","year","sex","agf","total","e0","e1","e5","e10","e15","e20","e25","e30","e35","e40","e45","e50","e55","e60","e65","e70","e75","e80","e85p","e85","e90p","e90","e95p","e95","e100p"
"GBRTENW",1952,3,4,44034703.18,656868.63,2831494.63,3497042,2836068.53,2757130.85,2853012.69,3161944.24,3237209.54,3181481.71,3371493.54,3205900.13,2905314.01,2452553.63,2164419.86,1837483.33,1439090.88,953666.39,479378.27,213150.32,169250.5,43899.82,38657.11,5242.71,4926.73,315.98
"GBRTENW",1953,3,4,44263257.7,666378.35,2712136.53,3632826.18,2900341.85,2802463.47,2818805.6,3088086.89,3369157.57,3030596.06,3360031.83,3241270.34,2973555.25,2481556.39,2184616.87,1854387.61,1450136.33,977505.23,496811.35,222594,176268.38,46325.62,40807.28,5518.34,5189.74,328.6
"GBRTENW",1954,3,4,44489451.53,667452.29,2650785.63,3694659.67,2991106.97,2841348.28,2794678.1,3029960.06,3415986.55,2945203.22,3348483.21,3271136.9,3031906.04,2528885.68,2206071.51,1867447.36,1461701.83,994382.58,516227.67,232027.98,183254.09,48773.89,42909.03,5864.86,5522.98,341.88
"GBRTENW",1955,3,4,44693685.65,655742.59,2628317.45,3703646.77,3106225.01,2859309.56,2782334.78,2982768.65,3344199.23,2989058.23,3322041.5,3287207.87,3069205.8,2603568.38,2227454.41,1874803.45,1475292.08,1006495.53,535022.49,240991.87,190210.06,50781.81,44607.31,6174.5,5820.32,354.18
"GBRTENW",1956,3,4,44906859.03,674185.84,2616181.96,3657916.53,3268504.79,2851684.93,2788681.59,2940371.24,3232579.92,3103893.85,3255698.31,3297428.83,3094713.23,2684929.51,2247680.93,1886644.3,1486254.47,1018226.15,552172.6,249110.05,196664.58,52445.47,45986.09,6459.38,6090.68,368.7
"GBRTENW",1957,3,4,45146885.99,698634.21,2634008.85,3472770.36,3516212.91,2874959.88,2813475.96,2907983.88,3141474.53,3231419.98,3144946.71,3297043.14,3123641.76,2755112.39,2271967.02,1904193.88,1498328.2,1030360.35,570359.1,259992.88,205134.2,54858.68,47947.93,6910.75,6495.78,414.97
"GBRTENW",1958,3,4,45405360.58,720736.55,2669279.26,3364903.65,3638918.18,2939631.21,2852467.19,2884998.84,3075476.19,3349813.96,3006963.46,3288345.58,3153988.23,2822372.17,2302448.41,1923038.82,1512910.67,1041053.98,585748.77,272265.46,214605.46,57660,50279.63,7380.37,6910.44,469.93
"GBRTENW",1959,3,4,45676285.31,738241.21,2726872.36,3302486.86,3696589.18,3027747.74,2884358.84,2866404.22,3026609.59,3384060.81,2935358.26,3280253.69,3177671.27,2880385.87,2348154.59,1942711.07,1525138.79,1050862.32,597931.94,284446.7,224230.7,60216,52449.83,7766.17,7256.16,510.01
"GBRTENW",1960,3,4,45964284.05,750795.06,2810690.94,3268044.24,3701976.72,3142215.77,2895862.38,2855867.07,2993013.43,3309622.54,2984916.86,3254741.57,3191694.15,2923404.21,2409169.14,1964148.74,1535711.69,1062426.62,611399.93,298582.99,235117.75,63465.24,55224.39,8240.85,7702.36,538.49
"GBRTENW",1961,3,4,46294173.1,785100.36,2888219.52,3277164.31,3662056.55,3290186.23,2891528.96,2855113.99,2975294.67,3209388.57,3091387.44,3197382.11,3199237.4,2958026.18,2472736.65,1984517.87,1547337.62,1074416.35,623142.1,311936.22,245274.35,66661.87,58040.74,8621.13,8058.52,562.61
"GBRTENW",1962,3,4,46662133.5,812488.91,2978538.92,3324349.59,3498393.68,3511285.36,2920049.77,2871807.36,2965853.64,3139375.48,3200443.24,3107542.98,3201337.8,2990652.04,2534249.92,2004121.22,1559690.65,1087858.46,631145.48,322949,253368.59,69580.41,60659.42,8920.99,8329.76,591.23
"GBRTENW",1963,3,4,47019503.02,832200.99,3072658.33,3388240.24,3397964.22,3625940.25,2976753.89,2905494.67,2940887.54,3087132.06,3311864.26,2976828.59,3200436.69,3023143.19,2602417,2028574.2,1574061.2,1106338.09,637033.51,331534.1,259001.35,72532.75,63220.3,9312.45,8685.08,627.37
"GBRTENW",1964,3,4,47357467.16,840526.41,3162447.22,3465280.75,3332492.22,3688746.41,3047031.99,2936697.53,2900189.4,3042658.55,3361210.83,2886604.99,3196122.59,3051589.79,2668345.18,2067714.36,1591100.7,1129012.75,646118.83,343576.66,266504.9,77071.76,67175.62,9896.14,9201.98,694.16
"GBRTENW",1965,3,4,47691399.71,844998.99,3250124.06,3549472.05,3294218.47,3704440.22,3143564.77,2960115.86,2872188.86,3009286.15,3298138.02,2920869.99,3174766.3,3068498.43,2713599.68,2119971.39,1609515.97,1140121.86,657688.16,359820.48,276932.11,82888.37,72105.44,10782.93,9995.66,787.27
"GBRTENW",1966,3,4,47992027.46,837228.86,3308529.06,3647650.18,3287907.14,3684507.14,3285913.39,2958064.38,2864690.03,2979685.67,3196774.8,3024837.15,3118788.36,3072262.65,2742226.13,2175281.07,1628306.69,1139705.8,666035.19,373633.77,285666.13,87967.64,76292.69,11674.95,10820.1,854.85
"GBRTENW",1967,3,4,48275186.31,828059.94,3332979.18,3758468.3,3318906.43,3527929.77,3521289.54,2969754.44,2867740.54,2947013.03,3116079.88,3137083.76,3017984.42,3067470.11,2771237.92,2233766.35,1648592.82,1148025.91,675308.5,387495.47,294256.68,93238.79,80579.62,12659.17,11732.77,926.4
"GBRTENW",1968,3,4,48520444.22,808408.48,3333514.48,3867992.51,3375225.17,3426060.08,3652973.15,3007642.92,2885602.24,2907034.62,3052782.4,3250460.78,2877821.93,3059559.02,2802820.56,2296148.35,1670574.17,1161567.42,685239.12,399016.82,301501.41,97515.41,83949.33,13566.08,12565.81,1000.27
"GBRTENW",1969,3,4,48730467.39,800309.63,3298391.98,3962075.93,3449584.71,3368855.6,3726342.57,3062555.78,2905642.93,2862836.86,3003309.54,3298608.45,2785523.75,3049073.71,2828485.5,2351246.41,1700563.18,1172366.16,695339.91,409354.79,307892.32,101462.47,87015.14,14447.33,13412.16,1035.17
"GBRTENW",1970,3,4,48916100.34,771321.82,3244424.56,4035259.74,3538515.46,3340436.97,3759265.88,3147261.91,2914930.79,2826935.16,2964436.06,3232297.35,2820324.11,3025477.79,2844210.07,2392532.63,1744745.85,1187118.36,704876.49,421729.34,315092.49,106636.85,91141.5,15495.35,14389.76,1105.59
"GBRTENW",1971,3,4,49136788.74,775648.66,3171911.85,4064349.46,3644391.22,3346530.7,3750046.18,3285343.34,2900947.36,2809112.47,2932086.47,3130368.9,2924661.08,2973525.78,2849597.86,2426392.06,1796816.75,1206021.23,715396.21,433641.16,321816.77,111824.39,95194.31,16630.08,15411.9,1218.18
"GBRTENW",1972,3,4,49319898.14,732672.41,3115978.16,4079462.37,3754098.26,3379267.68,3591958.66,3525436.82,2910813.84,2812889.74,2900616.35,3053178.15,3038900.13,2878982.28,2846887.59,2457601.69,1847430.6,1223252.28,726809.52,443661.61,327457.67,116203.94,98562.36,17641.58,16312.45,1329.13
"GBRTENW",1973,3,4,49432573.66,689101.97,3039576.31,4066287.91,3856874.71,3423535.15,3489892.14,3657581.95,2957126.87,2840089.69,2863711.21,2993883.31,3156802.91,2744989.68,2841398.84,2486290.99,1897467.58,1238965.48,736722.77,452274.19,332524.81,119749.38,101442.21,18307.17,16867.07,1440.1
"GBRTENW",1974,3,4,49469752.57,643650.68,2929622.72,4024111.54,3948371.91,3489089.37,3430709.61,3723979.13,3020007.64,2866703.95,2822289.91,2947536.08,3207792.13,2658444.91,2834293.95,2509928.32,1944367.63,1261711.41,745288.88,461852.8,338722.36,123130.44,104124.18,19006.26,17488.45,1517.81
"GBRTENW",1975,3,4,49473424.17,614108.47,2803036.85,3947888.73,4029539.11,3575836.65,3395949.02,3749793.31,3105297.31,2874605.8,2787438.3,2911015.9,3142191.75,2694999.88,2814974.57,2524088.1,1981188.87,1295078.75,756024.32,470368.48,344016.87,126351.61,106404.99,19946.62,18346.22,1600.4
"GBRTENW",1976,3,4,49462371.62,585363.14,2642838.42,3887805.95,4070075.24,3678009.87,3399063.43,3736281.31,3239677.42,2853458.77,2768292.62,2879293.68,3039527.44,2795765.67,2768205.38,2529311.69,2011294.22,1333892.5,767015.34,477199.53,348514.33,128685.2,107894.02,20791.18,19054.77,1736.41
"GBRTENW",1977,3,4,49444342.39,563814.25,2498668.23,3794294.53,4083213.22,3784599.19,3432934.46,3577500.87,3475632.78,2858552.57,2770645.02,2847726.2,2961814.84,2904512.99,2679140.3,2530778.23,2041145.56,1374733.04,778050.2,486585.91,355188.92,131396.99,109789.76,21607.23,19766.46,1840.77
"GBRTENW",1978,3,4,49454870.08,574102.62,2380356.5,3679761.34,4062128.09,3888900.51,3479083.23,3476929.8,3609147.15,2906919.27,2798572.16,2813342.57,2904722.54,3016070.17,2553067.88,2532012.19,2070689.15,1417743.87,791485.72,499835.32,364010.98,135824.34,113251.99,22572.35,20664.61,1907.74
"GBRTENW",1979,3,4,49516745.89,616365.84,2317523.46,3531097.33,4019249.86,3987139.19,3546626.32,3419920.33,3682477.31,2979201.39,2828468.49,2777573.58,2863977.36,3064198.82,2475175.99,2532189.67,2096571.57,1458992.02,808511.85,511485.51,371191.25,140294.26,116803.72,23490.54,21470.84,2019.7
"GBRTENW",1980,3,4,49587337.51,634031.95,2323087.2,3380467.39,3944270.45,4078204.51,3635572.34,3382402.02,3711736.43,3072126.32,2839457.44,2747160.25,2834442.56,3002756.49,2513476.85,2520673.35,2116142.85,1494135.63,833416.23,523777.25,379413.12,144364.13,119878.59,24485.54,22339.44,2146.1
"GBRTENW",1981,3,4,49610941.8,632081.89,2371529.04,3198160.87,3880435.17,4126030.02,3733437.93,3370657.52,3690689.86,3203992.68,2819498.83,2727969.11,2808541.84,2906722.39,2608797.78,2480739.44,2127476.47,1523533.54,862053.69,538593.73,389448.2,149145.53,123595.26,25550.27,23299.12,2251.15
"GBRTENW",1982,3,4,49595748.72,623388.84,2437524.2,3039581.38,3780167.51,4139238.93,3828979.74,3382967.58,3521431.09,3433428.17,2824804.27,2728064.96,2780150.68,2835675.56,2711552.61,2400036.58,2132787.49,1551126.4,891623.11,553219.62,398751.48,154468.14,127845.37,26622.77,24188.4,2434.37
"GBRTENW",1983,3,4,49620448.31,623032.4,2487462.9,2936253.42,3661074.84,4105753.07,3931198.82,3421133.78,3415143.82,3566775.34,2871715.91,2753843.03,2746768.93,2785796.87,2818029.83,2288049.31,2136963.27,1579691.69,923410.62,568350.46,408231.07,160119.39,132270.54,27848.85,25183.93,2664.92
"GBRTENW",1984,3,4,49709881.09,626240.69,2499784,2921674.34,3514329.25,4042751.71,4035555.27,3496991.06,3360213.03,3645570.09,2941965.13,2781901.84,2712080.77,2751589.75,2865360.26,2222795.02,2140634.53,1605951.12,956490.65,588002.58,421789.6,166212.98,136866.6,29346.38,26481.02,2865.36
"GBRTENW",1985,3,4,49843164.75,648036.51,2500404.67,2955505.04,3374811.1,3953771.58,4126740.35,3595988.77,3333186.16,3683615.9,3037117.21,2792832.38,2684049.18,2726981.47,2812308.17,2264019.03,2134959.33,1625042.3,983724.46,610071.14,438237.67,171833.47,141192.41,30641.06,27631.92,3009.14
"GBRTENW",1986,3,4,49975341.24,654977.75,2523486.28,3015353.73,3208806.42,3886488.55,4165336.91,3710224.94,3342044.57,3675799.14,3176492.25,2775965.78,2667822.48,2704518.83,2727979.61,2356618.38,2105562.73,1637885.39,1007623.2,632354.3,455092.93,177261.37,145351.88,31909.49,28722.75,3186.74
"GBRTENW",1987,3,4,50105355.25,666035.62,2556603.01,3085798.95,3062792.47,3791472.23,4163264.83,3827824.9,3379617.26,3521073.28,3414444.18,2784934.54,2669899.05,2678979.7,2664721.86,2454505.65,2040533.67,1649074.14,1033789.88,659990.03,475511.25,184478.78,150897.13,33581.65,30167.21,3414.44
"GBRTENW",1988,3,4,50247543.32,682801.18,2597998.7,3143343.28,2965566.12,3680638.53,4121302.25,3935803.37,3431245.09,3421197.49,3552401.54,2834339.93,2696604.58,2649210.09,2620135.59,2553510.71,1948578.8,1660941.93,1061137.52,690786.62,498063.5,192723.12,157419.12,35304,31684.02,3619.98
"GBRTENW",1989,3,4,50393742.95,679769.62,2652851.93,3160371.2,2952186.8,3541209.24,4063390.02,4030407.15,3504139.26,3365175.43,3630699.28,2905957.47,2724909.7,2618323.79,2590646.05,2597725.63,1898924.29,1672243.98,1085271.12,719540.99,518831.41,200709.58,163967.94,36741.64,32971.16,3770.48
"GBRTENW",1990,3,4,50557461.64,684431.39,2682805.06,3180743.34,2983982.65,3409763.2,3978677.67,4113547.66,3595739.85,3335532.51,3667754.58,3001611.03,2735910.06,2592531.17,2570392.38,2551462.36,1943599.9,1675479.75,1104852.69,748644.39,538061.83,210582.56,172303.03,38279.53,34390,3889.53
"GBRTENW",1991,3,4,50728335.52,696767.93,2710634.63,3206318.32,3040243.52,3246740.4,3910453.68,4148422.65,3701777.18,3342339.61,3660133.55,3140953.94,2721193.22,2579064.95,2552909.78,2479401.38,2031107.02,1659958.1,1120950.98,778964.68,557101.66,221863.02,181874.57,39988.45,35906.8,4081.65
"GBRTENW",1992,3,4,50867420.69,691447.45,2738234.88,3245309.27,3106538.21,3093472.29,3816451.74,4145879.82,3806801.81,3379520.55,3505245.38,3378156.02,2733854.89,2586086.66,2533249.51,2427725.2,2119703.39,1614644.09,1135172.58,809926.95,575827.96,234098.99,192099.28,41999.71,37640.18,4359.53
"GBRTENW",1993,3,4,50977126.03,670045.98,2743441.46,3298262.4,3160900.45,2986180.02,3708731.98,4110055.4,3901828.19,3431953.13,3405679.91,3516607.97,2785540.39,2617400.83,2509774.04,2391581.86,2206305.63,1545927.72,1147660.25,839248.42,593526.62,245721.8,201856.53,43865.27,39266.67,4598.6
"GBRTENW",1994,3,4,51113066.44,666953.12,2732467.5,3344782.95,3176717.76,2965902.84,3573421.61,4066154.7,3988468.5,3502808.44,3351909.05,3594519.41,2858632.49,2649286.68,2485887.4,2368733.17,2245929.34,1512178.62,1160632.48,867680.38,610508.4,257171.98,211265.44,45906.54,41134.46,4772.08
"GBRTENW",1995,3,4,51257910.27,649019.62,2714860.64,3375667.3,3196094.23,2992269.91,3445940.49,3999391.76,4073029.19,3586831.23,3324523.61,3627208.9,2956730,2665158.64,2468086.52,2355458.53,2211164.68,1556152.25,1166618.31,893704.46,625276.06,268428.4,219922.73,48505.67,43538.47,4967.2
"GBRTENW",1996,3,4,51398900.83,638271.55,2667269.6,3413889.13,3220376.1,3044108.02,3289094.05,3948478.8,4122819.49,3683823.47,3333413.6,3617835.06,3094685.52,2655347.38,2462354.9,2345476.15,2154589.59,1634519.59,1157774.64,914774.19,636220.91,278553.28,227572.32,50980.96,45901.4,5079.56
"GBRTENW",1997,3,4,51553304.46,647292.51,2614748.94,3435591.22,3261014.64,3106760.85,3149839.29,3870749.76,4143809.25,3785114.12,3373531.7,3470363.4,3325345.68,2668815.99,2474696.85,2334740.65,2115331.1,1712288.96,1127105.67,936163.88,646518.26,289645.62,235872.01,53773.61,48544.7,5228.91
"GBRTENW",1998,3,4,51714027.91,633506.45,2594548.48,3420276.32,3317497.27,3159376.49,3060010.08,3786136.46,4132989.97,3882048.35,3429585.74,3376618.29,3462049.16,2718732.88,2508616.76,2321713.84,2090903.7,1783854,1077511.68,958051.99,657021.69,301030.3,244378.27,56652.03,51202.94,5449.09
"GBRTENW",1999,3,4,51893155.44,622295.24,2565580.67,3404171.26,3365044.55,3173879.68,3053186.99,3686487.86,4115436.41,3974142.93,3503580.66,3327644.5,3541963.81,2790739.52,2542948.62,2308115.27,2078503.58,1815797.67,1045200.8,978435.42,667498.99,310936.43,251887.38,59049.05,53382.15,5666.9
"GBRTENW",2000,3,4,52100319.53,606470.16,2538173.19,3364519.82,3393895.92,3195008.5,3090042.42,3601449.35,4075137.25,4067593.32,3588009.1,3306054.89,3573020.35,2889369.52,2562085.62,2300121.72,2075844.12,1793730.21,1085713.62,994080.45,674019.64,320060.81,258736.21,61324.6,55310.49,6014.11
"GBRTENW",2001,3,4,52331352.78,594477.6,2503798.47,3309305.34,3429900.97,3233584.96,3153294.3,3483637.24,4047491.02,4130940.83,3685378.59,3315332.07,3561386.29,3025039.55,2553916.02,2302625.76,2077357.9,1757529.85,1162384.09,1003971.93,673686.72,330285.21,266097.45,64187.76,57731.91,6455.85
"GBRTENW",2002,3,4,52565799.31,591350.18,2456593.4,3279360.64,3452721.7,3295147.52,3229815.83,3377010.59,3988870.73,4169772.1,3791171.47,3352744,3418833.71,3246427.71,2565514.75,2318365.23,2077311.56,1733181.13,1223334.05,998273.01,658408.81,339864.2,272693.21,67170.99,60337.69,6833.3
"GBRTENW",2003,3,4,52825282.3,608047.57,2422695.86,3262064.27,3441640.22,3363710.1,3313643.43,3309864.81,3918110.82,4173452.78,3889715.89,3409754.78,3324840.15,3374225.97,2611842.28,2349982.65,2073173.1,1720100,1280053.53,978364.09,630380.55,347983.54,278211.39,69772.15,62658.8,7113.35
"GBRTENW",2004,3,4,53144483.58,626203.63,2412241.36,3234668.13,3433267.71,3414078.11,3389629.52,3329849.53,3824921.36,4161982.75,3979826.81,3484506.21,3270549.15,3446673.23,2677868.72,2379348.32,2066976.96,1718329.12,1319034.58,974528.38,616849.36,357679.02,285130.58,72548.44,65064.62,7483.82
"GBRTENW",2005,3,4,53527958.1,641183.85,2430053.17,3201895.62,3409536.27,3445460.63,3475976.62,3407369.88,3748077.23,4122666.82,4073485.63,3568862.86,3246556.24,3475404.82,2767240.3,2392285.07,2064265.33,1725782.64,1313161.56,1018693.56,652658.77,366034.79,290680.38,75354.41,67476.89,7877.52
"GBRTENW",2006,3,4,53933779.51,656723.12,2471928.33,3162349.63,3372509.83,3490804.64,3547780.49,3513870.87,3641513.17,4099619.1,4135398.13,3665242.02,3258369.44,3464558.91,2893556.11,2379792.6,2069841.15,1737315.26,1291227.99,1081378.72,710574.16,370804.56,292442.52,78362.04,70041.35,8320.69
"GBRTENW",2007,3,4,54362012.05,677925.8,2536294.25,3108131.7,3352529.8,3529615.19,3611417.44,3631635.2,3550560.38,4050969.7,4169506.51,3767045.33,3301863.77,3323618.58,3108868.93,2391791.91,2089299.27,1748473.13,1286539.05,1125926.11,756003.51,369922.6,288167.92,81754.68,72884.43,8870.25
"GBRTENW",2008,3,4,54802871.72,699549.33,2608595.12,3080292.01,3336439.87,3538219.76,3658238.5,3732423.22,3507122.71,3990880.59,4171969.36,3865936.98,3364054.7,3235861.37,3238102.42,2443451.67,2126366.17,1756404.3,1290457.64,1158506,795640.23,362865.77,278256.2,84609.57,75331.65,9277.92
"GBRTENW",2009,3,4,55230409.9,698613.32,2684983.01,3077380.96,3309915.81,3551191.14,3686786.68,3774269.48,3540877.83,3902088.75,4161858.63,3958589.64,3441199.96,3192407.64,3315177.91,2516862.34,2161140.01,1763029.39,1304606.05,1189431.35,824440.53,364990.82,276915.49,88075.33,78369.26,9706.07
"GBRTENW",2010,3,4,55683890.25,707025.7,2742994.59,3102838.81,3281813.83,3544538.65,3727971.42,3808900.16,3609462.35,3818688.87,4120213.37,4050700.99,3525804.06,3176226.88,3352083.1,2611743.57,2179822.74,1773290.96,1327659.71,1222110.49,828970.26,393140.23,301834.07,91306.16,81152.87,10153.29
"GBRTENW",2011,3,4,56146663.54,719639.86,2792794.34,3159966.46,3242934.72,3512196.37,3795507.9,3832948.63,3695620.41,3702267.95,4094835.74,4108336.9,3624268.64,3195162.92,3347952.05,2743941.78,2177168.51,1790472.58,1354088.64,1256559.14,826336.46,430222.68,336810.12,93412.56,82777.63,10634.93
"GBRTENW",2012,3,4,56566677.59,724404.53,2840828.11,3252246.82,3182139.69,3480722.14,3831982.96,3850375.88,3782964.68,3602555.86,4045868.02,4138420.17,3731226.42,3243538.6,3216170.96,2963659.86,2198473.61,1818226.45,1376189.85,1286682.98,832390.2,454292.78,361303.49,92989.29,81816.25,11173.04
"GBRTENW",2013,3,4,56967878.54,712859.96,2878378.38,3357443.7,3147776.08,3450333.25,3821836.94,3878659.57,3855233.21,3546448.37,3986975,4141156.35,3833813.79,3306309.72,3139487.28,3093922.43,2255213.41,1860076.3,1390504.8,1311450,841614.93,469835.07,379239.8,90595.27,78973.06,11622.21
"GBRTENW",2014,3,4,57411365.24,700803.28,2906909.63,3447704.18,3142935.35,3418772.61,3821158.26,3916056.97,3882618.29,3572068.03,3901396.2,4136111.08,3929349.42,3386153.11,3105321.08,3170538.87,2330870.64,1898016.87,1402730.2,1341851.17,857566.09,484285.08,392556.91,91728.17,79538.41,12189.76
"GBRTENW",2015,3,4,57887606.21,697277.82,2912381,3532213.75,3173801.51,3393183.47,3805373.01,3953777.12,3908814.5,3639465.26,3823908.17,4106092.34,4026046.26,3476592.3,3095593.23,3210523.49,2425162.43,1918792.44,1416294.03,1372314.08,877019.08,495295,394679.65,100615.35,88235.77,12379.58
"GBRTENW",2016,3,4,58345068.23,699412.26,2895476.12,3611568.79,3240191.63,3359486.51,3765347.5,4004557.32,3927144.15,3726723.2,3715311.24,4094498.27,4089641.3,3578979.49,3119806.61,3210582.97,2553058.32,1918988.36,1433182.16,1401112.03,896527.21,504584.82,393544.8,111040.02,98880.08,12159.94
"GBRTENW",2017,3,4,58743773.65,685524.32,2871576.52,3674316.98,3338618.79,3302950.73,3736486.19,4032561.36,3946597.14,3817688.83,3621918.15,4053683.32,4125353.4,3687448.22,3171314.48,3087378.91,2763264.79,1940282.11,1459119,1427690.41,913687.78,514002.63,397276.5,116726.13,104971.85,11754.28
"GBRTENW",2018,3,4,59100493.35,669210.75,2844101.09,3704240.83,3445742.79,3272157.48,3716609.52,4017905.47,3976531,3890466.18,3568058.35,3997582.73,4131776.65,3790294.09,3234566.54,3015354,2887903.49,1993979.16,1495660.65,1448352.58,925525.17,522827.41,402888.92,119938.49,108737.21,11201.28
"GBRTENW",2019,3,4,59427208.14,650496.51,2812059.44,3720798.24,3534145.03,3267912.71,3691777.16,4007539.29,4003848.15,3910046.42,3589739.61,3910850.42,4127176.62,3884696.22,3311014.06,2982019.25,2959552.54,2063750.46,1526520.5,1473265.51,936283.18,536982.33,413543.66,123438.67,111973.42,11465.25
"GBRTENW",2020,3,4,59658201.39,638051.01,2783036.32,3723098.35,3597615.91,3280313.25,3680053.03,3990662.41,4012690.28,3921147.11,3627640,3858397.06,4097676.25,3963699.23,3370576.72,2964575.34,2994102.13,2121389.66,1542618.37,1490858.96,942225.01,548633.95,423468.33,125165.62,112130.2,13035.42
