"","Year","country","Sex","Age","Cause","mu","delta","fx","spx","vs","sEx","ax","hp","hc","dp","dc","Hp","Hc","Dp","Dc","rho","phi"
"18",2002,"England and Wales","Females",73,"2",0.00592499533684874,0.0488789137620289,0.00574421496081412,0.972360627596139,0.676358978843046,0.657664841148108,13.1148679523665,1.92345252309826,155.408344202956,4.22347266725239,155.408344202956,0.146661981659616,11.8497833731459,0.322036995156348,11.8497833731459,0.0101493197225379,0.0399999779177869
"19",2002,"England and Wales","Females",74,"1",0.0207540261804033,0.0488789137620289,0.0183725440858534,0.89443831548505,0.644094242783632,0.57610256952901,10.2442894783653,2.15386753560938,100.30827329256,2.30671422100772,100.30827329256,0.210250553750759,9.79162815580314,0.22517073789053,9.79162815580314,0.0404110681258478,0.0399999779177869
"20",2002,"England and Wales","Females",74,"2",0.00666545463192309,0.0488789137620289,0.0064215366144077,0.966616412635324,0.644094242783632,0.62259206635858,12.7973405668721,1.87234832709353,149.489360632623,3.80188286888444,149.489360632623,0.146307611125111,11.6812832987816,0.297083823706793,11.6812832987816,0.00607240588108101,0.0399999779177869
"21",2002,"England and Wales","Females",75,"1",0.022729314608645,0.0488789137620289,0.0196886201155889,0.876065771399197,0.613368649731921,0.537351279279479,9.91094490199654,2.0313822231046,94.5472475972699,2.01824253002135,94.5472475972699,0.204963527008952,9.53968047771343,0.20363775098929,9.53968047771343,0.0366123368911915,0.0399999779177869
"22",2002,"England and Wales","Females",75,"2",0.00807518962541954,0.0488789137620289,0.007722575072173,0.960194876020917,0.613368649731921,0.588953434584459,12.4711568177663,1.81924116595838,143.263439969038,3.41243901357128,143.263439969038,0.145875895279154,11.4875822718343,0.273626501810158,11.4875822718343,0.00400812653381842,0.0399999779177869
"23",2002,"England and Wales","Females",76,"1",0.025471262213935,0.0488789137620289,0.0215386980613339,0.856377151283608,0.584108777075876,0.500217410551991,9.57245298078067,1.91033364596912,88.6363835251956,1.75793010684907,88.6363835251956,0.199565738249605,9.25952665457407,0.183644684427136,9.25952665457407,0.0334089536841461,0.0399999779177869
"24",2002,"England and Wales","Females",76,"2",0.0090493389667842,0.0488789137620289,0.00858042113808,0.952472300948744,0.584108777075876,0.556347430905816,12.1434499939734,1.75992945824623,136.784952188609,3.05342678217859,136.784952188609,0.144928291310925,11.2640931742209,0.251446399803511,11.2640931742209,0.000804743326773193,0.0399999779177869
"25",2002,"England and Wales","Females",77,"1",0.0284764871743508,0.0488789137620289,0.0234395287854235,0.834838453222274,0.556244704723975,0.464374468904844,9.2341214241119,1.78836940644151,82.6337745985717,1.5238828305166,82.6337745985717,0.193669687055638,8.94874247405937,0.165027376241499,8.94874247405937,0.0311692083658752,0.0399999779177869
"26",2002,"England and Wales","Females",77,"2",0.0101170245455289,0.0488789137620289,0.00950131479885252,0.943891879810664,0.556244704723975,0.52503485997664,11.8080345671721,1.69879233045292,130.108783017739,2.72320195492481,130.108783017739,0.1438674930014,11.0186654923469,0.230622796658782,11.0186654923469,-0.00143500199149801,0.0399999779177869
"27",2002,"England and Wales","Females",78,"1",0.0317975157650738,0.0488789137620289,0.0253966941994507,0.81139892443685,0.529709848022485,0.429806000949052,8.89637593420481,1.66625965994395,76.5969065028088,1.31428563785678,76.5969065028088,0.187296453327418,8.60989992658794,0.147732700099105,8.60989992658794,0.0296220394952278,0.0399999779177869
"28",2002,"England and Wales","Females",78,"2",0.0112969077088922,0.0488789137620289,0.0104964353463083,0.934390565011811,0.529709848022485,0.494955884186051,11.4648498924904,1.63607052384024,123.283329838042,2.42017078576799,123.283329838042,0.142703178775319,10.75315690952,0.211094851521191,10.75315690952,-0.00298217086214528,0.0399999779177869
"29",2002,"England and Wales","Females",79,"1",0.0355043062006633,0.0488789137620289,0.0274197050546566,0.7860022302374,0.504440798643185,0.396491592756278,8.55985303163068,1.5446749976818,70.579622489522,1.12738656481584,70.579622489522,0.180455784926898,8.24542456847258,0.131706299237835,8.24542456847258,0.0284852147745293,0.0399999779177869
"30",2002,"England and Wales","Females",79,"2",0.0126138429612069,0.0488789137620289,0.0115808161661405,0.923894129665503,0.504440798643185,0.466049892630217,11.1139152981666,1.57196514879338,116.353947459438,2.14280275025403,116.353947459438,0.14144116691736,10.4692130844863,0.192803588363456,10.4692130844863,-0.00411899558284367,0.0399999779177869
"31",2002,"England and Wales","Females",80,"1",0.0391421506191686,0.0488789137620289,0.029122591035408,0.758582525182743,0.480377173061304,0.364405728980991,8.22549683260052,1.42417658626472,64.6322485981779,0.96149594222969,64.6322485981779,0.173141709886777,7.85754950898743,0.116892141811902,7.85754950898743,0.0224573207700452,0.0399999779177869
"32",2002,"England and Wales","Females",80,"2",0.0146461777614803,0.0488789137620289,0.0132647639185195,0.912313313499363,0.480377173061304,0.438254490485015,10.755369861847,1.50662999545542,109.363199069985,1.88962762071921,109.363199069985,0.140081653611927,10.1682415830192,0.175691551754289,10.1682415830192,0.00981905994874891,0.0399999779177869
"33",2002,"England and Wales","Females",81,"1",0.0438536155812029,0.0488789137620289,0.0313030789388408,0.729459934147335,0.457461468261608,0.333699812513056,7.89036236102356,1.30685119280494,58.801756934482,0.814985398013246,58.801756934482,0.16562625808676,7.45235190020526,0.103288716122731,7.45235190020526,0.0213031974460668,0.0399999779177869
"34",2002,"England and Wales","Females",81,"2",0.0164091098502743,0.0488789137620289,0.01463253299019,0.899048549580843,0.457461468261608,0.411280069529722,10.3951904433037,1.43759393103424,102.351127222224,1.65923250369507,102.351127222224,0.138294140821663,9.84600789956248,0.159615402213617,9.84600789956248,0.00866493662477055,0.0399999779177869
"35",2002,"England and Wales","Females",82,"1",0.0492469585750514,0.0488789137620289,0.0335558401914121,0.698156855208494,0.435638924327822,0.304144301415124,7.55993986184298,1.19138407741726,53.12886012176,0.686286609998053,53.12886012176,0.157591740038897,7.02768290392302,0.0907793742463381,7.02768290392302,0.0199304711557097,0.0399999779177869
"36",2002,"England and Wales","Females",82,"2",0.0184271865008163,0.0488789137620289,0.0161485130511726,0.884416016590653,0.435638924327822,0.385286042125849,10.029054147528,1.36743949514365,95.359366040219,1.45025879011716,95.359366040219,0.136347802597187,9.50831101691911,0.14460573936323,9.50831101691911,0.00729221033441368,0.0399999779177869
"37",2002,"England and Wales","Females",83,"1",0.0553783250431129,0.0488789137620289,0.0358128628536809,0.664601015017082,0.41485739358702,0.275714644865275,7.23635238012249,1.07814992367403,47.6542626962878,0.573898706341091,47.6542626962878,0.148990799098673,6.5853983047024,0.0793077335367929,6.5853983047024,0.0184662791824534,0.0399999779177869
"38",2002,"England and Wales","Females",83,"2",0.0207214161686167,0.0488789137620289,0.0178072367052363,0.86826750353948,0.41485739358702,0.360207193454697,9.65768757496671,1.29623584077138,88.4242172819537,1.26138799958984,88.4242172819537,0.134218034152534,9.15583741921352,0.130609733416872,9.15583741921352,0.00582801836115712,0.0399999779177869
"39",2002,"England and Wales","Females",84,"1",0.0622930760859476,0.0488789137620289,0.0379860153329873,0.628788152163401,0.3950672159963,0.248413584726653,6.92173772876479,0.967660843567554,42.4156844438476,0.476377045764211,42.4156844438476,0.139800275810253,6.12789535026443,0.0688233308500729,6.12789535026443,0.0170464688018994,0.0399999779177869
"40",2002,"England and Wales","Females",84,"2",0.0233087720330168,0.0488789137620289,0.0195948188994007,0.850460266834244,0.3950672159963,0.335988969933675,9.28173726596434,1.22415083016935,81.5802806063145,1.0913495722893,81.5802806063145,0.131888114809956,8.78933310313202,0.117580312932497,8.78933310313202,0.00440820798060325,0.0399999779177869
"41",2002,"England and Wales","Females",85,"1",0.0677254712815819,0.0488789137620289,0.0387018041869994,0.590802136830414,0.376221100473959,0.222272230080705,6.618191109521,0.860550784544651,37.4474127493145,0.39233201753663,37.4474127493145,0.130028095336602,5.65825497173122,0.059280853490649,5.65825497173122,0.0262436195360581,0.0399999779177869
"42",2002,"England and Wales","Females",85,"2",0.0284968496586498,0.0488789137620289,0.0233444264508966,0.830865447934843,0.376221100473959,0.312589113167836,8.90169316856107,1.15146099475005,74.860501207641,0.9389176813341,74.860501207641,0.129353031265644,8.40969237987585,0.105476302491549,8.40969237987585,-0.0213557255262641,0.0399999779177869
"43",2002,"England and Wales","Females",86,"1",0.0759972372362981,0.0488789137620289,0.0404221154109029,0.552100332643415,0.358274011891593,0.197803201142839,6.31318330400049,0.760923900700305,32.7796959176197,0.320429175494219,32.7796959176197,0.120529353269076,5.19226107324465,0.0507555634082685,5.19226107324465,0.0253170366852614,0.0399999779177869
"44",2002,"England and Wales","Females",86,"2",0.0319773609989554,0.0488789137620289,0.0254160225540532,0.807521021483947,0.358274011891593,0.289313796053851,8.53738499088064,1.07216644816515,68.2961298311164,0.802908566265277,68.2961298311164,0.125584877490052,7.99965444970188,0.0940461941358997,7.99965444970188,-0.0222823083770608,0.0399999779177869
"45",2002,"England and Wales","Females",87,"1",0.0851013570723283,0.0488789137620289,0.0417672843798604,0.511678217232512,0.341183063457075,0.174575941659643,6.02010022571705,0.666020992863946,28.4280254924773,0.259390758617617,28.4280254924773,0.110632874519064,4.72218475218014,0.0430874485294339,4.72218475218014,0.0247165852638659,0.0399999779177869
"46",2002,"England and Wales","Females",87,"2",0.035808101920093,0.0488789137620289,0.0275130995770004,0.782104998929894,0.341183063457075,0.266840979479994,8.17216856376626,0.993182901796041,61.9312263179317,0.682178467501935,61.9312263179317,0.121532356319669,7.57830994731585,0.0834758194448627,7.57830994731585,-0.0228827597984563,0.0399999779177869
"47",2002,"England and Wales","Females",88,"1",0.0951417113841753,0.0488789137620289,0.0426779058493362,0.469910932852651,0.324907414231253,0.152677546112151,5.74012843700397,0.576582473570152,24.4127788343055,0.208020747351528,24.4127788343055,0.100447660692257,4.25300219363168,0.0362397374265207,4.25300219363168,0.0242999853055718,0.0399999779177869
"48",2002,"England and Wales","Females",88,"2",0.0400327822645779,0.0488789137620289,0.0296156154626841,0.754591899352893,0.324907414231253,0.245172502818598,7.80604864961973,0.915097267373984,55.7938837898918,0.575589712826073,55.7938837898918,0.117229254959686,7.14751935252285,0.0737363727363028,7.14751935252285,-0.0232993597567502,0.0399999779177869
"49",2002,"England and Wales","Females",89,"1",0.106249860316152,0.0488789137620289,0.0431035750285919,0.427233027003315,0.309408171533462,0.132189389703802,5.4748053504129,0.493201350518598,20.7485177276139,0.165183818482747,20.7485177276139,0.0900856412148792,3.78981834049115,0.0301716331285256,3.78981834049115,0.0239145703502333,0.0399999779177869
"50",2002,"England and Wales","Females",89,"2",0.0447067586003695,0.0488789137620289,0.0317026777346386,0.724976283890209,0.309408171533462,0.224313586403594,7.43894299264646,0.838481388360207,49.9097437222455,0.48204385537439,49.9097437222455,0.112715124875814,6.70925207675099,0.0648000469758808,6.70925207675099,-0.023684774712089,0.0399999779177869
"51",2002,"England and Wales","Females",90,"1",0.113900684435715,0.0488789137620289,0.0413951400971484,0.384129451974723,0.294648298002649,0.113183089237042,5.22623823312993,0.416307138944927,17.4437829850188,0.129809602223779,17.4437829850188,0.0796571301143318,3.33773207551848,0.0248380568265902,3.33773207551848,0.0100732270301652,0.0399999779177869
"52",2002,"England and Wales","Females",90,"2",0.054583696526153,0.0488789137620289,0.0368361105872386,0.69327360615557,0.294648298002649,0.204271888103898,7.07068607793055,0.763881188197833,44.3019040621556,0.400481763544798,44.3019040621556,0.1080349459414,6.26557360542896,0.0566397318634758,6.26557360542896,0.00844316287326134,0.0399999779177869
"53",2002,"England and Wales","Females",91,"1",0.127117821552224,0.0488789137620289,0.0409640111663256,0.342734311877575,0.280592523092004,0.0961686853199307,4.97395485324589,0.34893240239728,14.5010226648557,0.100896659744399,14.5010226648557,0.0701519038053943,2.91539088968463,0.0202849970941245,2.91539088968463,0.00929367981980944,0.0399999779177869
"54",2002,"England and Wales","Females",91,"2",0.0609176374053164,0.0488789137620289,0.0388066176042154,0.656437495568332,0.280592523092004,0.184191453133715,6.73250840973974,0.685043641211348,38.9908349714543,0.329883876160678,38.9908349714543,0.101751620572848,5.79142759258158,0.0489986578677635,5.79142759258158,0.00766361566290589,0.0399999779177869
"55",2002,"England and Wales","Females",92,"1",0.141816203892551,0.0488789137620289,0.0399622697938371,0.301770300711249,0.267207258785623,0.0806352148359659,4.73949272082741,0.288127029006443,11.9044681612176,0.0775159837231566,11.9044681612176,0.0607927991407785,2.51175998412322,0.016355333426828,2.51175998412322,0.0082061450606925,0.0399999779177869
"56",2002,"England and Wales","Females",92,"2",0.0679614233585309,0.0488789137620289,0.0405956059938968,0.617630877964116,0.267207258785623,0.165035453842149,6.3978922680524,0.609501475695194,34.017665736844,0.269270576779196,34.017665736844,0.0952659798194342,5.31701133929838,0.0420873883925472,5.31701133929838,0.00657608090378867,0.0399999779177869
"57",2002,"England and Wales","Females",93,"1",0.157887612565728,0.0488789137620289,0.0383117681489777,0.261808030917412,0.254460519335774,0.0666198075135211,4.52620339469234,0.233929128413802,9.64668214581054,0.0588359285782745,9.64668214581054,0.0516833001115504,2.13129665297913,0.0129989581659694,2.13129665297913,0.0069716302875095,0.0399999779177869
"58",2002,"England and Wales","Females",93,"2",0.0756631935288374,0.0488789137620289,0.0420688015205598,0.57703527197022,0.254460519335774,0.146832694980602,6.06706565160263,0.537742432284697,29.3966730292638,0.21766035555114,29.3966730292638,0.088633033358169,4.84528678563065,0.0358757211558514,4.84528678563065,0.00534156613060577,0.0399999779177869
"59",2002,"England and Wales","Females",94,"1",0.175096755175969,0.0488789137620289,0.0359831996545299,0.223496262768434,0.242321844828999,0.0541580267064338,4.33758402390279,0.186320518906607,7.71470772791843,0.0440972351455423,7.71470772791843,0.0429549071279923,1.77857251534623,0.0101663126068657,1.77857251534623,0.0057701619801128,0.0399999779177869
"60",2002,"England and Wales","Females",94,"2",0.0839101906594191,0.0488789137620289,0.0430816440487994,0.53496647044966,0.242321844828999,0.12963406204102,5.73931645398125,0.470338360555126,25.1385248748264,0.174116888039111,25.1385248748264,0.0819502399504146,4.38005554779756,0.0303375653590819,4.38005554779756,0.00414009782320894,0.0399999779177869
"61",2002,"England and Wales","Females",95,"1",0.175609522601613,0.0488789137620289,0.0302711301388514,0.187513063113904,0.23076222839837,0.0432709322979687,4.17733002507967,0.145187666168889,6.08996692672541,0.0326148455391064,6.08996692672541,0.0347560918809904,1.45786109552339,0.00780758171925484,1.45786109552339,0.00365875797375543,0.0399999779177869
"62",2002,"England and Wales","Females",95,"2",0.109987937406977,0.0488789137620289,0.0512812386634837,0.49188482640086,0.23076222839837,0.113508438655608,5.41260941040246,0.407908263641363,21.2495030135958,0.137750443162485,21.2495030135958,0.0753625899658318,3.92592581551451,0.0254499138433568,3.92592581551451,0.00520356023895059,0.0399999779177869
"63",2002,"England and Wales","Females",96,"1",0.192181623159423,0.0488789137620289,0.0275698049729279,0.157241932975053,0.219754046907985,0.034554551114902,3.97881112523651,0.113445021890743,4.74856802548838,0.0237796414495759,4.74856802548838,0.0285122913151599,1.19346404642571,0.00597656955836586,1.19346404642571,0.00306300341921649,0.0399999779177869
"64",2002,"England and Wales","Females",96,"2",0.120367392529063,0.0488789137620289,0.0500236941784337,0.440603587737377,0.219754046907985,0.0968244214874658,5.17295530277621,0.340334221864169,17.7307414152719,0.107720370424984,17.7307414152719,0.0657910617711154,3.42758450005479,0.0208237582039753,3.42758450005479,0.00460780568441172,0.0399999779177869
"65",2002,"England and Wales","Females",97,"1",0.208652889415842,0.0488789137620289,0.0245004222383721,0.129672128002125,0.209270994944066,0.0271366152435191,3.79308474417075,0.087022733021684,3.64282238981152,0.0170594735282405,3.64282238981152,0.0229424700187417,0.960385183961377,0.00449751974417594,0.960385183961377,0.00294222985880791,0.0399999779177869
"66",2002,"England and Wales","Females",97,"2",0.130683693007452,0.0488789137620289,0.0479117788081383,0.390579893558943,0.209270994944066,0.0817370429302275,4.9432175253668,0.280045998005666,14.632359927673,0.0832384668717923,14.632359927673,0.0566525742734508,2.9600882123,0.016838924535415,2.9600882123,0.00448703212400329,0.0399999779177869
"67",2002,"England and Wales","Females",98,"1",0.225370303586029,0.0488789137620289,0.0213021439339264,0.105171705763753,0.199288021954913,0.0209594612072825,3.61626023185983,0.0655457820389601,2.74731408677539,0.0120282945309359,2.74731408677539,0.0181252945961939,0.759711389841669,0.00332616951207348,0.759711389841669,0.0031618497073085,0.0399999779177869
"68",2002,"England and Wales","Females",98,"2",0.141154161101192,0.0488789137620289,0.0451803341884553,0.342668114750805,0.199288021954913,0.0682896507757071,4.71970403264658,0.227244038158762,11.9350375109755,0.0634892358665452,11.9350375109755,0.0481479424529368,2.52876820843423,0.013451952797757,2.52876820843423,0.00470665197250383,0.0399999779177869
"69",2002,"England and Wales","Females",99,"1",0.242955563686054,0.0488789137620289,0.0181693984494113,0.0838695618298266,0.189781272389502,0.0159168721588145,3.4451118467679,0.0484638700681124,2.03469240572778,0.00832352380991275,2.03469240572778,0.0140674300933306,0.590602713707734,0.00241603877613484,0.590602713707734,0.00355792362941535,0.0399999779177869
"70",2002,"England and Wales","Females",99,"2",0.152168179353236,0.0488789137620289,0.0420675060455653,0.297487780562349,0.189781272389502,0.0564576095154516,4.49925690369345,0.181749072404213,9.61318938460149,0.047735222733848,9.61318938460149,0.0403953533426853,2.13661713264473,0.010609579260669,2.13661713264473,0.00510272589461068,0.0399999779177869
"71",2002,"England and Wales","Females",100,"1",0.262248500044154,0.0488789137620289,0.0152324285319084,0.0657001633804154,0.180728028691693,0.0118738610124646,3.27766449667489,0.0351413033757864,1.47760188016928,0.0056432287857389,1.47760188016928,0.0107214461429583,0.450809374073602,0.00172172252268767,0.450809374073602,0.00396651228903182,0.0399999779177869
"72",2002,"England and Wales","Females",100,"2",0.164251751161386,0.0488789137620289,0.0387692673451604,0.255420274516784,0.180728028691693,0.0461616027013095,4.27974048347694,0.143095723955254,7.63717305156068,0.0353191335522556,7.63717305156068,0.0334356077214758,1.78449442928747,0.00825263440356124,1.78449442928747,0.00551131455422695,0.0399999779177869
"73",2002,"England and Wales","Females",101,"1",0.284349579735503,0.0488789137620289,0.012564170844672,0.0504677348485069,0.172106657013815,0.00868583313183617,3.11365314714786,0.0249349765567973,1.05014288372055,0.00374093318317699,1.05014288372055,0.0080082704715,0.337270349037589,0.00120146111541156,0.337270349037589,0.00422374725203554,0.0399999779177869
"74",2002,"England and Wales","Females",101,"2",0.178094122199734,0.0488789137620289,0.0354293880623955,0.216651007171624,0.172106657013815,0.0372870805829843,4.06033604118507,0.110646200578878,5.97535535431354,0.0256626309973793,5.97535535431354,0.0272505032727745,1.47164059666587,0.00632032194800539,1.47164059666587,0.00576854951723096,0.0399999779177869
"75",2002,"England and Wales","Females",102,"1",0.310015439792918,0.0488789137620289,0.0101736896316341,0.037903564003835,0.163896555519905,0.00621226358215681,2.95525749864154,0.0172448355343312,0.728767057842611,0.00241901900906565,0.728767057842611,0.00583530725909948,0.246600189045322,0.00081854762577461,0.246600189045322,0.00425984526812764,0.0399999779177869
"76",2002,"England and Wales","Females",102,"2",0.194169190155446,0.0488789137620289,0.0320737846278889,0.181221619109228,0.163896555519905,0.0297015991577427,3.84191423406683,0.083683092924044,4.59573337274312,0.0182624574400574,4.59573337274312,0.0217816140147048,1.19620925735199,0.00475347868989928,1.19620925735199,0.00580464753332308,0.0399999779177869
"77",2002,"England and Wales","Females",103,"1",0.337980334486606,0.0488789137620289,0.00801730628555183,0.0277298743722009,0.156078105155067,0.00432802624820117,2.80649290368752,0.0115533121319069,0.492701041720652,0.00152165892355671,0.492701041720652,0.00411663685902313,0.175557558358078,0.000542192328923177,0.175557558358078,0.00428458441307911,0.0399999779177869
"78",2002,"England and Wales","Females",103,"2",0.211684191856919,0.0488789137620289,0.0285504041902872,0.149147834481339,0.156078105155067,0.023278711393829,3.62603393258755,0.061526253130531,3.4670726047489,0.0126848358789889,3.4670726047489,0.0169679198469678,0.9561611030691,0.00349826728453614,0.9561611030691,0.00582938667827444,0.0399999779177869
"79",2002,"England and Wales","Females",104,"1",0.365961948300403,0.0488789137620289,0.00609819598170348,0.0197125680866491,0.148632622763311,0.002929930696119,2.66850977557429,0.00744800866657744,0.323908018040806,0.000927947533946999,0.323908018040806,0.0027910741548528,0.121381611941481,0.000347739979235151,0.121381611941481,0.00455942934938033,0.0399999779177869
"80",2002,"England and Wales","Females",104,"2",0.22920966509495,0.0488789137620289,0.024799907376273,0.120597430291052,0.148632622763311,0.0179247123626747,3.4104137790463,0.0436581180523506,2.55920286038957,0.00855899622174617,2.55920286038957,0.0128014138110125,0.750408315880435,0.00250966503663952,0.750408315880435,0.0061042316145757,0.0399999779177869
"81",2002,"England and Wales","Females",105,"1",0.390909153125323,0.0488789137620289,0.00445184850534413,0.0136143721049456,0.141542316441837,0.00192700976463512,2.53689322075406,0.0045867173498524,0.206710790196046,0.000545785366082914,0.206710790196046,0.00180800567888666,0.0814818647095459,0.000215139274139684,0.0814818647095459,0.0053458447392013,0.0399999779177869
"82",2002,"England and Wales","Females",105,"2",0.244834624163868,0.0488789137620289,0.0208964618294816,0.0957975229147791,0.141542316441837,0.0135594033027478,3.18642145968747,0.0296463739810527,1.84221436588258,0.00557099469121352,1.84221436588258,0.00930397135348208,0.578145229433419,0.00174835462342133,0.578145229433419,0.00689064700439669,0.0399999779177869
"83",2002,"England and Wales","Females",106,"1",0.40913833557422,0.0488789137620289,0.00311209995693911,0.00916252359960144,0.134790243025076,0.00123501878271327,2.39802688432649,0.00267571182430212,0.127703389846006,0.000306835028043152,0.127703389846006,0.00111579725890088,0.0532535271729753,0.000127953122647885,0.0532535271729753,0.00690529524487964,0.0399999779177869
"84",2002,"England and Wales","Females",106,"2",0.25625194452592,0.0488789137620289,0.0170136518634182,0.0749010610852975,0.134790243025076,0.0100959322265233,2.93648666576818,0.0190680556572874,1.28627883046992,0.00345913363046522,1.28627883046992,0.006493493016526,0.438033261129566,0.00117798376910399,0.438033261129566,0.00845009751007498,0.0399999779177869
"85",2002,"England and Wales","Females",107,"1",0.420040771566738,0.0488789137620289,0.00210031553602644,0.00605042364266233,0.128360267596898,0.000776633997846732,2.22317007196235,0.00146400435689493,0.0758326009720489,0.000162074834107578,0.0758326009720489,0.000658521080037157,0.0341101213660693,7.29025800372156e-05,0.0341101213660693,0.00928646968681313,0.0399999779177869
