country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
GBRTENW,2001,1,short,3,0,252426,1808,318,185,281,882,1266,1470,2163,2672,3393,4977,8294,11452,16017,23300,34192,44987,42026,52743,33182,19561,15665,3896,.,.
GBRTENW,2001,1,short,3,1,2021.87,62.27,34.32,10.77,7.98,8.65,24.27,27.07,53.6,72.67,77.63,82.78,72.85,82.07,90.75,138.19,205.55,299.7,289.81,380.93,229.77,151.16,117.12,34.05,.,.
GBRTENW,2001,1,short,3,2,72537.87,9.19,45.43,45.03,48.75,75.9,102.13,121.33,267.02,423.1,685.77,1336.51,2918.02,4479.91,6476.21,8977.33,11971.74,13776.22,10787.51,9990.77,6883.86,3106.92,2631.41,475.51,.,.
GBRTENW,2001,1,short,3,3,421.7,7.15,5.05,2.94,7.09,3.84,9.1,7.47,8.93,15.93,11.94,13.96,13.97,23.02,16.95,27.04,28.94,51.95,61.38,105.05,54.9,50.15,42.2,7.94,.,.
GBRTENW,2001,1,short,3,4,3576.54,23.48,13.12,10.77,13.3,15.37,28.31,24.27,34.74,57.74,61.71,72.81,132.73,146.13,249.32,351.48,529.84,597.4,560.51,653.51,425.98,227.53,187.81,39.72,.,.
GBRTENW,2001,1,short,3,5,4897.62,0,0,0,3.55,37.47,121.34,172.67,199.52,145.35,119.44,98.74,77.84,67.06,66.82,132.18,248.46,628.37,897.62,1881.21,1088.85,792.36,642.55,149.8,.,.
GBRTENW,2001,1,short,3,6,6569.5,58.19,56.53,20.56,44.32,78.78,51.57,61.6,97.28,119.46,133.37,147.61,209.57,236.21,289.21,454.62,672.52,1161.84,1213.59,1462.66,966.85,495.8,422.04,73.77,.,.
GBRTENW,2001,1,short,3,7,70752.52,25.52,8.08,1.96,15.07,28.82,40.45,54.13,174.71,336.49,681.78,1302.6,2312.26,3320.9,4883.58,7140.81,10333.33,13381.61,12343.24,14367.16,9273.03,5094.14,4146.52,947.61,.,.
GBRTENW,2001,1,short,3,8,22548.55,3.06,1.01,5.87,2.66,6.73,16.18,29.87,34.74,70.68,140.34,208.46,385.21,572.5,805.79,1484.04,2665.15,4291.71,4875.51,6949.04,4347.27,2601.77,2062.71,539.06,.,.
GBRTENW,2001,1,short,3,9,9028.13,3.06,1.01,0,0.89,4.8,1.01,13.07,20.85,33.85,49.77,83.78,154.68,263.23,493.64,909.25,1494.72,1920.08,1742.91,1837.53,1226.1,611.43,513.83,97.6,.,.
GBRTENW,2001,1,short,3,10,12877.81,32.67,15.14,1.96,0.89,6.73,10.11,14.93,27.79,53.76,63.7,112.71,154.68,221.19,310.15,509.7,952.91,1888.11,2490.59,6010.09,3023.57,2986.52,2152.39,834.13,.,.
GBRTENW,2001,1,short,3,11,18685.55,18.38,12.11,6.85,7.09,7.69,14.16,17.73,30.77,65.7,67.68,109.71,251.48,520.45,875.59,1549.13,2870.7,3969.03,3762.55,4528.73,2994.09,1534.64,1241.85,292.8,.,.
GBRTENW,2001,1,short,3,12,10718.94,16.33,13.12,3.92,2.66,5.76,22.25,30.8,135,243.9,436.94,588.46,812.33,795.69,780.85,878.21,1206.35,1533.47,1440.01,1772.86,1084.78,688.08,550.76,137.32,.,.
GBRTENW,2001,1,short,3,13,1672.55,0,1.01,0.98,3.55,5.76,1.01,2.8,9.93,7.96,9.95,18.95,51.89,36.03,89.75,136.19,187.59,284.72,265.66,558.81,307.03,251.78,197.3,54.47,.,.
GBRTENW,2001,1,short,3,14,3325.84,2.04,1.01,0.98,0.89,5.76,3.03,5.6,6.95,16.92,5.97,36.9,37.92,59.05,102.72,184.25,307.33,593.41,673.21,1281.89,738.1,543.79,417.82,125.97,.,.
GBRTENW,2001,1,short,3,15,2034.4,1498.67,52.5,14.68,19.5,37.47,22.25,20.53,27.79,35.84,31.85,20.95,31.93,49.04,52.85,25.03,32.93,26.97,21.13,12.47,7.12,5.36,4.22,1.13,.,.
GBRTENW,2001,1,short,3,16,10756.62,47.98,58.55,57.75,102.83,552.45,798.83,866.13,1033.36,972.63,815.16,742.06,676.61,579.51,432.81,402.55,483.94,582.42,600.76,950.28,530.7,419.58,334.47,85.12,.,.
GBRTENW,2002,1,short,3,0,253144,1813,315,197,280,833,1243,1442,2028,2649,3549,5066,7849,11921,15800,22884,33374,43961,44343,53597,32790,20807,16461,4346,.,.
GBRTENW,2002,1,short,3,1,2074.52,34.53,36,7,5.92,12.07,13.53,23,41.86,66.3,73.77,82.31,88.13,96.47,94.81,145.25,195.41,304.95,328.58,424.63,263.54,161.08,120.73,40.35,.,.
GBRTENW,2002,1,short,3,2,73102.61,7.11,49,58,70.99,83.58,97.62,121.68,225.87,397.8,739.72,1357.09,2674.09,4746.09,6517.21,9089.13,11956.81,13610.83,11252.05,10047.93,6853.17,3194.76,2679.11,515.65,.,.
GBRTENW,2002,1,short,3,3,460.45,14.22,4,3,3.94,5.57,5.8,4.79,12.66,5.94,14.34,10.04,20.03,25.12,29.94,34.82,49.85,57.99,55.27,103.13,63.86,39.27,32.54,6.73,.,.
GBRTENW,2002,1,short,3,4,3605.31,24.38,22,11,12.82,17.64,26.1,23,42.84,41.56,54.3,76.29,108.17,153.75,234.54,323.33,529.4,578.91,612.94,712.36,428.77,283.59,215.21,68.38,.,.
GBRTENW,2002,1,short,3,5,4821.31,0,0,0,6.9,33.43,129.52,172.47,181.09,132.6,86.06,79.3,76.12,85.42,65.87,90.53,251.24,602.9,934.49,1893.38,1024.78,868.6,680.28,188.32,.,.
GBRTENW,2002,1,short,3,6,6841.12,65,38,30,34.51,67.79,53.16,59.4,93.47,123.69,140.36,195.73,196.3,278.35,275.46,466.59,727.8,1194.81,1290.2,1510.49,992.35,518.14,426.22,91.92,.,.
GBRTENW,2002,1,short,3,7,69063.76,22.35,13,5,7.89,17.64,39.63,76.65,153.83,353.27,744.84,1259.72,2220.39,3398.54,4547.08,6667.62,9701.64,12479.01,12804.51,14551.16,9080.12,5471.04,4405,1066.04,.,.
GBRTENW,2002,1,short,3,8,22865.31,4.06,4,1,6.9,9.29,8.7,16.29,41.86,77.18,155.73,247.93,353.54,553.69,835.36,1465.44,2585.18,4230.33,5070.36,7198.47,4300.84,2897.63,2349.47,548.15,.,.
GBRTENW,2002,1,short,3,9,8974.46,0,0,0,0.99,5.57,6.77,16.29,31.16,37.6,62.5,102.38,154.24,294.43,499.02,819.77,1425.69,1914.7,1796.63,1806.74,1222.44,584.3,475.56,108.73,.,.
GBRTENW,2002,1,short,3,10,13107.29,28.44,7,4,5.92,9.29,8.7,18.2,26.29,62.34,70.69,107.4,169.26,225.1,308.39,485.5,954.11,1826.71,2741.17,6048.78,2920.28,3128.51,2250.79,877.72,.,.
GBRTENW,2002,1,short,3,11,19228.74,11.17,13,7,13.8,17.64,26.1,12.46,29.21,42.55,49.18,116.44,240.37,525.56,883.27,1550.01,2723.76,4135.34,4184.1,4647.8,2936.49,1711.31,1329.06,382.25,.,.
GBRTENW,2002,1,short,3,12,11109.12,19.3,8,6,2.96,7.43,20.3,44.07,117.81,272.12,460.02,634.38,768.17,832.05,841.35,988.9,1218.31,1572.75,1534.37,1760.83,1066.34,694.49,553.25,141.24,.,.
GBRTENW,2002,1,short,3,13,1746.06,2.03,1,1,0.99,1.86,1.93,1.92,4.87,8.91,16.39,28.11,33.05,53.26,97.81,141.27,190.42,250.96,348.67,561.61,301.05,260.57,191.07,69.5,.,.
GBRTENW,2002,1,short,3,14,3698.59,2.03,1,1,0,3.71,1.93,7.67,12.66,14.84,22.54,29.11,50.08,63.31,105.79,191.02,356.92,604.9,806.88,1423.21,809.89,613.32,460.87,152.45,.,.
GBRTENW,2002,1,short,3,15,2089.2,1539.78,57,12,21.69,15.79,23.2,22.04,31.16,30.68,27.66,28.11,42.06,55.27,41.92,27.86,28.91,29,29.14,25.95,14.19,11.76,8.4,3.36,.,.
GBRTENW,2002,1,short,3,16,10356.14,38.6,62,51,83.8,524.69,780.02,822.08,981.38,981.62,830.9,711.67,655,534.6,422.17,396.95,478.55,566.91,553.66,880.53,511.88,368.64,283.45,85.19,.,.
GBRTENW,2003,1,short,3,0,253852,1809,305,189,244,808,1229,1323,1937,2672,3646,4969,7725,12286,15935,22750,32368,42670,46959,54028,31936,22092,17522,4570,.,.
GBRTENW,2003,1,short,3,1,2189.44,43.87,25.42,10.24,9.35,8.7,14.91,17.29,45.82,68.2,81.6,93.43,94.75,89.88,104.51,138.45,231.54,301.45,343.66,466.36,269.15,197.21,152.49,44.72,.,.
GBRTENW,2003,1,short,3,2,73007.19,10.2,43.72,47.48,56.09,82.15,94.11,104.73,227.21,410.23,755.27,1327.3,2519.9,4834.31,6491.78,9043.42,11629.31,13306.96,12098.52,9924.51,6478,3446.51,2861.84,584.66,.,.
GBRTENW,2003,1,short,3,3,450.07,11.22,4.07,5.59,1.87,0.97,2.8,4.8,8.59,7.02,18.91,9.14,13.1,13.98,20.1,47.15,43.1,63.09,77.6,96.97,44.69,52.28,35.51,16.77,.,.
GBRTENW,2003,1,short,3,4,3627.2,37.75,9.15,8.38,11.22,12.56,27.95,27.86,41.05,57.17,51.74,71.09,114.91,151.79,226.11,383.25,492.16,566.85,615.76,720.45,418.46,301.99,220.38,81.61,.,.
GBRTENW,2003,1,short,3,5,4772.46,0,0,0,2.8,22.23,89.45,138.35,178.52,134.4,100.5,81.24,76.6,69.9,71.35,86.28,244.57,588.88,995.7,1891.66,1060.37,831.29,658.02,173.28,.,.
GBRTENW,2003,1,short,3,6,7189.81,58.16,45.75,29.79,28.98,83.12,67.09,61.49,85.92,136.41,161.2,153.35,200.58,271.62,318.56,427.39,788.85,1191.79,1475.41,1604.35,1020.76,583.6,476.28,107.32,.,.
GBRTENW,2003,1,short,3,7,67327.76,24.49,9.15,7.45,9.35,29,37.27,68.22,157.52,282.85,698.55,1226.76,2127.8,3357.35,4541.23,6387.78,9201.61,11829.74,13076.08,14255.58,8658.66,5596.91,4505.84,1091.08,.,.
GBRTENW,2003,1,short,3,8,22324.92,4.08,5.08,3.72,1.87,12.56,24.23,20.18,38.19,86.26,148.27,232.56,358.83,565.22,765.75,1368.45,2402.64,4028.04,5372.53,6886.46,4074.9,2811.55,2305.14,506.41,.,.
GBRTENW,2003,1,short,3,9,8846.11,1.02,0,0.93,0,3.87,3.73,15.37,29.59,45.14,69.66,91.4,152.2,314.56,483.37,875.85,1338.14,1821.73,1865.42,1734.14,1121.31,612.83,489.86,122.97,.,.
GBRTENW,2003,1,short,3,10,13855.09,29.59,17.28,3.72,2.8,6.77,3.73,21.14,31.5,47.14,69.66,97.49,179.42,224.69,388.9,541.76,982.31,1867.8,2940.73,6398.66,2957.66,3441,2510.9,930.1,.,.
GBRTENW,2003,1,short,3,11,20393.75,13.26,14.23,10.24,12.15,10.63,13.04,14.41,20.05,66.2,66.67,107.65,276.18,599.17,958.69,1666.42,2810.6,4196.29,4529.01,5008.84,3033.83,1975.01,1610.57,364.44,.,.
GBRTENW,2003,1,short,3,12,11581.51,28.57,11.18,5.59,8.41,8.7,17.7,46.12,121.24,299.9,498.54,682.44,851.73,983.64,873.27,1024.33,1177.77,1447.17,1583.24,1911.98,1135.53,776.45,595.35,181.1,.,.
GBRTENW,2003,1,short,3,13,1781.07,2.04,1.02,1.86,0.93,4.83,4.66,3.84,6.68,8.02,16.92,22.34,37.29,62.91,76.37,118.39,219.52,270.41,345.67,577.36,276.26,301.09,217.25,83.84,.,.
GBRTENW,2003,1,short,3,14,3883.11,3.06,3.05,0,1.87,0.97,5.59,4.8,11.46,9.03,16.92,21.33,40.32,64.91,98.48,198.65,353.83,600.9,926.16,1521.8,819.65,702.14,523.28,178.86,.,.
GBRTENW,2003,1,short,3,15,2048.56,1501.89,49.82,13.97,9.35,21.26,18.64,18.25,19.09,29.09,31.84,28.43,44.35,54.92,52.26,48.16,25.06,27.04,27.21,27.93,17.27,10.66,7.31,3.35,.,.
GBRTENW,2003,1,short,3,16,10573.94,39.79,66.08,40.03,86.94,499.68,804.11,756.14,914.56,984.95,859.76,723.06,637.03,627.13,464.27,394.28,427,561.84,686.31,1000.96,549.48,451.48,351.99,99.49,.,.
GBRTENW,2004,1,short,3,0,244130,1792,287,170,257,775,1146,1232,1860,2623,3568,4804,7445,11677,15363,22061,30475,40590,46676,51329,29551,21778,17120,4658,.,.
GBRTENW,2004,1,short,3,1,2210.98,28.84,22.53,7.91,6.32,9.38,13.04,20.17,38.77,53.63,78.26,71.63,98.16,98.38,114.22,138.04,216.62,321.31,381.14,492.63,263.5,229.13,184.61,44.52,.,.
GBRTENW,2004,1,short,3,2,72468.52,12.36,41.14,51.4,54.77,84.44,100.62,118.25,210.75,397.84,691.33,1230.6,2491.02,4598.72,6363.43,8980.44,11429.12,13372.85,12416.7,9822.75,6334.02,3488.73,2860.98,627.74,.,.
GBRTENW,2004,1,short,3,3,422.88,7.21,6.86,2.97,3.16,1.88,1.86,3.67,8.95,9.75,14.05,5.97,18.03,21.08,27.05,35.01,44.92,54.05,56.32,100.11,55.74,44.37,35.46,8.9,.,.
GBRTENW,2004,1,short,3,4,3397.21,31.93,10.77,12.85,9.48,14.07,31.68,21.08,32.81,53.63,59.2,71.63,108.17,141.55,173.34,363.1,447.22,576.55,570.2,667.95,367.88,300.07,238.85,61.22,.,.
GBRTENW,2004,1,short,3,5,4610.62,0,1.96,1.98,2.11,17.83,73.6,129.25,155.08,161.87,127.43,90.53,82.13,63.24,66.13,102.03,227.6,504.48,951.34,1852.02,956.69,895.33,706.12,189.21,.,.
GBRTENW,2004,1,short,3,6,6774.83,46.34,48.98,17.79,33.7,55.36,62.42,49.5,78.54,100.43,144.49,177.08,185.3,264.02,355.69,492.13,745.7,1053.01,1476.29,1388.05,842.17,545.88,456.84,89.04,.,.
GBRTENW,2004,1,short,3,7,63322.53,22.66,4.9,2.97,18.96,20.64,40.06,70.58,163.04,323.73,667.24,1242.53,1907.07,3193.31,4174.15,6026.64,8259.64,10966.54,12631.9,13585.97,7951.48,5634.49,4488.08,1146.41,.,.
GBRTENW,2004,1,short,3,8,20424.39,5.15,5.88,4.94,2.11,7.51,13.98,19.25,39.76,97.51,139.47,211.9,339.55,489.89,741.45,1204.33,2225.13,3542.4,5064.43,6269.77,3539.96,2729.81,2145.48,584.34,.,.
GBRTENW,2004,1,short,3,9,8339.89,2.06,0.98,0.99,0,3.75,3.73,6.42,31.81,43.88,62.21,80.58,144.23,311.2,445.87,819.22,1230.86,1689.62,1851.39,1611.09,1060.06,551.03,463.1,87.93,.,.
GBRTENW,2004,1,short,3,10,12697.71,16.48,24.49,1.98,2.11,4.69,4.66,16.5,24.85,54.61,74.25,94.51,161.26,235.91,308.6,485.13,909.42,1707.64,2826.87,5743.77,2616.71,3127.06,2229.96,897.1,.,.
GBRTENW,2004,1,short,3,11,19489.11,14.42,6.86,15.81,16.85,6.57,14.91,19.25,25.85,37.05,68.23,114.4,264.43,520,966.89,1621.44,2514.63,3784.64,4633.01,4843.88,2894.39,1949.48,1566.6,382.88,.,.
GBRTENW,2004,1,short,3,12,11455.67,16.48,10.77,2.97,6.32,7.51,14.91,40.33,114.32,251.57,470.58,641.66,843.36,939.62,951.86,1002.27,1174.96,1471.41,1693.51,1801.25,1042.83,758.42,573.66,184.76,.,.
GBRTENW,2004,1,short,3,13,1825.34,0,0.98,0.99,2.11,1.88,2.8,1.83,6.96,15.6,24.08,20.89,28.05,59.23,90.18,115.03,223.61,306.29,380.13,544.71,268.56,276.15,213.82,62.33,.,.
GBRTENW,2004,1,short,3,14,3982.5,2.06,0.98,0.99,1.05,0,2.8,3.67,4.97,10.73,23.08,31.83,40.06,80.31,89.17,191.05,331.42,597.57,946.31,1624.44,827.98,796.46,603.9,192.55,.,.
GBRTENW,2004,1,short,3,15,2099.19,1551.01,46.04,13.84,11.59,29.09,27.02,20.17,33.8,30.23,30.1,25.87,37.06,54.21,51.1,29.01,18.97,28.03,34.19,27.9,16.22,11.68,8.34,3.34,.,.
GBRTENW,2004,1,short,3,16,10608.63,35.02,52.89,29.65,86.37,510.41,737.91,692.08,889.74,980.94,894.01,692.4,697.12,606.34,443.87,456.12,475.17,613.59,762.28,952.72,512.8,439.91,344.19,95.72,.,.
GBRTENW,2005,1,short,3,0,243324,1869,282,157,246,749,1113,1198,1690,2550,3593,4983,7101,11727,15541,21226,29784,39429,45354,54732,31671,23061,17986,5075,.,.
GBRTENW,2005,1,short,3,1,2650.15,49.54,29.94,3.9,4.57,13.26,7.49,23.17,34.17,55.07,82.8,73.32,90.64,113.58,117.42,170.33,243.7,378.37,501.9,656.97,361.12,295.85,251.37,44.48,.,.
GBRTENW,2005,1,short,3,2,72236.44,10.32,43.46,50.71,41.15,56.6,94.54,102.33,175.46,386.48,688.04,1307.77,2293.15,4668.89,6469.31,8774.95,11360.8,12880.72,12234.96,10596.8,6904.06,3692.74,3046.69,646.05,.,.
GBRTENW,2005,1,short,3,3,444.57,11.35,3.86,0.98,3.66,1.77,3.74,4.83,8.31,10.82,4.93,13.06,21.15,22.11,17.06,34.07,37.11,60.22,76.59,108.96,60.02,48.94,33.38,15.57,.,.
GBRTENW,2005,1,short,3,4,3353.09,25.8,12.55,5.85,12.8,11.5,24.34,22.2,29.55,40.32,62.1,88.39,117.83,138.71,202.73,260.5,430.24,521.89,623.84,721.93,426.23,295.7,236.77,58.93,.,.
GBRTENW,2005,1,short,3,5,4794.74,0,0,0.98,0.91,25.64,75.82,120.67,180.08,174.06,126.17,112.5,101.72,80.41,88.32,106.21,236.68,566.05,944.33,1854.18,927.73,926.45,720.73,205.71,.,.
GBRTENW,2005,1,short,3,6,7134.75,49.54,31.87,17.55,39.32,64.55,61.78,62.75,65.57,99.33,165.6,183.81,186.31,288.48,329.19,503.97,798.31,1189.31,1413.97,1583.53,1010.13,573.41,476.66,96.74,.,.
GBRTENW,2005,1,short,3,7,61526.59,23.74,15.45,0.98,9.14,30.95,30.89,64.68,134.83,358.95,691,1152.09,1774.49,3058.65,4143.93,5627.87,7804.54,10414.77,11996.1,14193.54,8405.52,5788.02,4572.64,1215.38,.,.
GBRTENW,2005,1,short,3,8,19578.12,5.16,5.79,3.9,4.57,9.73,8.42,15.45,39.71,84.57,138.99,214.95,289.04,493.53,706.55,1132.19,1974.7,3403.34,4595.67,6451.86,3665.14,2786.72,2185.15,601.57,.,.
GBRTENW,2005,1,short,3,9,7989.73,2.06,0,0,1.83,6.19,5.62,16.41,17.55,38.35,61.12,102.45,162.14,278.42,419.51,713.38,1198.46,1545.61,1739.5,1681.13,1079.3,601.83,483.97,117.87,.,.
GBRTENW,2005,1,short,3,10,13078.36,29.93,22.21,0.98,4.57,3.54,11.23,11.58,24.93,49.17,69,106.47,176.24,237.21,334.2,510.99,925.67,1632.92,2792.67,6134.82,2752.67,3382.15,2395.84,986.31,.,.
GBRTENW,2005,1,short,3,11,20107.35,12.38,10.62,10.73,10.06,9.73,12.17,15.45,28.63,35.4,71.96,125.55,251.77,556.85,1006.63,1636.16,2546.35,3910.18,4537.21,5319.51,3180.93,2138.58,1661.55,477.03,.,.
GBRTENW,2005,1,short,3,12,11622.81,17.54,6.76,5.85,1.83,8.84,14.98,31.86,92.35,234.05,478.08,682.01,864.08,967.95,987.56,993.92,1137.28,1451.26,1691.13,1955.46,1154.58,800.89,635.2,165.68,.,.
GBRTENW,2005,1,short,3,13,1912.17,1.03,1.93,0.98,1.83,1.77,0.94,4.83,6.46,15.73,20.7,22.1,43.3,68.35,74.27,119.23,211.61,284.03,421.27,611.81,323.48,288.32,213.82,74.5,.,.
GBRTENW,2005,1,short,3,14,4132.09,2.06,0,0.98,0,1.77,1.87,2.9,5.54,16.72,24.64,30.13,46.33,64.33,105.38,179.35,343.99,583.11,1005.81,1717.18,840.25,876.93,662.32,214.61,.,.
GBRTENW,2005,1,short,3,15,2154.44,1595.51,49.25,15.6,14.63,21.22,22.47,20.27,21.24,30.49,30.56,34.15,39.28,54.28,52.19,32.06,35.1,33.12,27.21,25.8,16.28,9.53,7.3,2.22,.,.
GBRTENW,2005,1,short,3,16,10608.62,33.02,48.29,37.06,95.11,481.94,736.7,678.64,825.61,920.48,877.3,734.24,643.53,635.25,486.75,430.83,499.44,574.08,751.84,1118.5,563.56,554.95,402.61,152.34,.,.
GBRTENW,2006,1,short,3,0,240888,1863,292,187,261,844,1212,1338,1794,2626,3689,5040,7216,11812,15739,20586,28295,38191,43721,56182,33099,23083,17966,5117,.,.
GBRTENW,2006,1,short,3,1,3296.47,41.85,25.61,7.08,6.09,13.19,4.08,18.43,41.94,54.39,73.53,98.66,94.1,121.03,165.68,174.43,321.68,445.69,617.19,971.81,567.48,404.33,318.11,86.22,.,.
GBRTENW,2006,1,short,3,2,73103.45,13.27,47.13,45.49,72.11,94.34,107.03,141.27,254.68,387.9,727.18,1307.04,2352.38,4703.22,6726.78,8820.85,10915.15,13068.19,12087.48,11231.96,7498.64,3733.33,3066.76,666.57,.,.
GBRTENW,2006,1,short,3,3,454.01,10.21,6.15,2.02,2.03,3.04,6.12,4.09,8.18,7.18,12.26,14.24,18.21,41.35,27.11,29.07,41.09,50.08,73.38,98.2,46.53,51.66,39.5,12.16,.,.
GBRTENW,2006,1,short,3,4,3246.61,29.6,10.25,13.14,13.2,12.17,26.5,24.57,25.57,51.31,60.26,79.34,103.2,130.11,181.75,273.68,404.86,517.8,550.85,738.45,442.05,296.4,224.55,71.85,.,.
GBRTENW,2006,1,short,3,5,4883.15,0,1.02,0,0,19.27,71.35,142.3,137.06,170.35,114.39,84.42,70.82,71.61,65.27,110.27,212.45,521.81,1032.34,2058.42,1081.35,977.07,734.98,242.09,.,.
GBRTENW,2006,1,short,3,6,7132.99,53.08,43.03,24.26,35.54,83.18,75.43,55.28,65.46,104.67,164.43,182.07,212.47,272.33,373.54,474.17,794.69,1076.66,1453.51,1589.17,1034.82,554.35,480.29,74.06,.,.
GBRTENW,2006,1,short,3,7,58230.1,18.37,11.27,4.04,14.22,33.48,35.68,70.64,166.72,325.3,686.33,1156.5,1821.2,3011.75,3958.35,5140.74,7117.09,9653.91,10981.77,14022.75,8413.08,5609.67,4403.66,1206.02,.,.
GBRTENW,2006,1,short,3,8,19017.33,9.19,2.05,4.04,0,12.17,12.23,16.38,49.09,58.49,131.75,204.45,301.51,420.6,684.83,1029.55,1818.86,3202.95,4418.84,6640.35,3824.68,2815.67,2196.63,619.04,.,.
GBRTENW,2006,1,short,3,9,7904.32,0,2.05,2.02,3.05,2.03,7.14,18.43,23.52,54.39,72.51,111.89,155.81,316.71,441.82,734.82,1072.27,1538.38,1591.23,1756.25,1134.96,621.29,522.91,98.38,.,.
GBRTENW,2006,1,short,3,10,12418.8,20.42,14.34,5.05,4.06,7.1,4.08,11.26,32.73,41.05,78.64,99.68,135.58,246.1,356.47,516.28,883.87,1533.37,2568.28,5860.44,2641.16,3219.27,2281.88,937.4,.,.
GBRTENW,2006,1,short,3,11,19493.26,25.52,10.25,18.19,12.19,11.16,12.23,16.38,22.5,36.94,64.34,99.68,244.85,557.77,974.02,1514.75,2409.11,3635.62,4457.04,5370.72,3175.26,2195.45,1709.07,486.39,.,.
GBRTENW,2006,1,short,3,12,12248.36,27.56,16.39,4.04,5.08,8.12,13.25,43,115.58,307.85,484.1,759.81,903.52,1058.05,1010.17,1026.54,1227.6,1414.18,1745.02,2078.49,1251.29,827.2,640.38,186.82,.,.
GBRTENW,2006,1,short,3,13,1899.02,2.04,1.02,1.01,0,3.04,2.04,3.07,9.21,11.29,21.45,21.36,40.47,60.52,94.39,131.33,203.43,313.48,366.9,612.97,343.93,269.04,202.72,66.33,.,.
GBRTENW,2006,1,short,3,14,4461.74,4.08,3.07,3.03,0,1.01,3.06,8.19,5.11,15.39,25.53,33.57,41.48,72.62,123.51,165.41,368.78,655.01,1007.21,1925.66,999.41,926.25,699.64,226.61,.,.
GBRTENW,2006,1,short,3,15,2103.98,1575.13,36.88,17.18,13.2,19.27,23.44,21.5,23.52,28.73,26.55,27.46,43.51,60.52,57.24,35.09,29.06,27.04,20.1,18.54,11.13,7.41,5.2,2.21,.,.
GBRTENW,2006,1,short,3,16,10994.39,32.67,61.47,36.39,80.23,521.41,808.34,743.22,813.13,970.77,945.74,759.81,676.88,667.71,498.06,409.01,475.01,536.83,749.88,1207.84,633.23,574.6,439.74,134.86,.,.
GBRTENW,2007,1,short,3,0,240787,1889,339,182,226,797,1218,1360,1778,2579,3685,4908,6985,11295,16213,20438,27392,37495,43078,58930,35434,23496,17699,5797,.,.
GBRTENW,2007,1,short,3,1,3518.56,52.7,35.14,9.15,4.07,10.08,15.38,23.61,28.79,56.62,81.28,87.5,96.97,116.03,175.88,172.41,293.6,502.82,678.12,1078.42,603.76,474.65,349.42,125.23,.,.
GBRTENW,2007,1,short,3,2,73521.34,10.33,47.54,53.89,45.81,85.64,99.45,143.7,209.78,365.49,763.01,1252.44,2306.11,4478.65,6989.92,8906.35,10865.21,12923.02,12147.84,11827.15,7985.47,3841.68,3080.35,761.33,.,.
GBRTENW,2007,1,short,3,3,446.06,10.33,6.2,6.1,0,4.03,9.23,6.16,7.2,7.21,18.29,16.28,22.22,23.21,27.14,31.07,34.07,57.09,50.23,110,51.58,58.43,38.48,19.95,.,.
GBRTENW,2007,1,short,3,4,3294.5,40.3,27.91,10.17,11.2,17.13,24.61,24.63,33.94,51.48,47.75,82.41,84.85,143.27,172.86,267.64,387.79,557.91,562.59,746.08,437.91,308.17,235.03,73.14,.,.
GBRTENW,2007,1,short,3,5,5406.74,0,0,0,1.02,18.14,84.07,126.25,159.39,134.87,135.13,102.76,72.73,64.57,82.41,118.28,239.49,563.92,1082.98,2420.74,1298.55,1122.19,850.68,271.51,.,.
GBRTENW,2007,1,short,3,6,7616.15,49.6,41.34,28.47,35.63,62.47,64.59,64.66,79.18,108.1,139.19,188.22,191.92,268.38,374.87,503.21,768.57,1235.01,1500.9,1911.83,1250,661.83,519.98,141.85,.,.
GBRTENW,2007,1,short,3,7,57128.14,34.1,19.64,4.07,7.13,27.2,46.14,67.74,145,329.45,616.71,1096.77,1738.42,2832.07,4017.07,4941.85,6648.59,9250.05,10779.55,14526.6,8938.14,5588.46,4258.62,1329.84,.,.
GBRTENW,2007,1,short,3,8,18151.43,11.37,2.07,3.05,1.02,9.07,16.4,24.63,30.85,62.8,130.05,189.24,273.74,403.57,644.22,978.35,1747.57,2939.78,4177.2,6506.45,3818.79,2687.67,2055.99,631.67,.,.
GBRTENW,2007,1,short,3,9,7683.95,1.03,2.07,0,2.04,2.02,5.13,11.29,25.71,45.3,71.12,107.85,146.47,282.5,489.45,627.5,1074.2,1450.36,1524,1815.92,1210.56,605.36,502.3,103.06,.,.
GBRTENW,2007,1,short,3,10,12206.02,22.73,14.47,5.08,6.11,10.08,7.18,7.18,13.37,51.48,82.3,133.28,146.47,235.08,365.83,497.19,811.66,1439.34,2397.02,5960.18,2780.15,3180.03,2101.75,1078.28,.,.
GBRTENW,2007,1,short,3,11,19789.91,14.47,11.37,9.15,10.18,13.1,17.43,12.32,17.48,49.42,71.12,143.46,245.46,569.04,974.87,1599.84,2393.89,3588.84,4315.84,5732.65,3500.22,2232.43,1731.53,500.91,.,.
GBRTENW,2007,1,short,3,12,12143.49,14.47,9.3,5.08,7.13,4.03,14.35,51.32,125.46,282.09,535.43,664.37,908.1,1052.32,1064.32,1047.51,1113.28,1435.34,1643.55,2166.04,1334.96,831.09,642.69,188.39,.,.
GBRTENW,2007,1,short,3,13,1898,2.07,3.1,1.02,2.04,3.02,0,5.13,9.26,5.15,19.3,20.35,35.35,51.46,105.53,125.3,175.36,266.43,387.78,680.35,393.41,286.95,203.83,83.12,.,.
