country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
GBRTENW,2007,1,short,3,14,4773.21,4.13,2.07,0,1.02,2.02,5.13,10.26,4.11,16.47,15.24,34.59,41.42,65.58,123.62,183.44,366.75,696.13,1027.72,2173.51,1122.58,1050.93,720.69,330.24,.,.
GBRTENW,2007,1,short,3,15,2137.28,1583.12,52.71,13.22,13.23,17.13,21.53,22.58,15.43,35,36.58,37.64,40.4,49.44,62.31,35.08,22.05,24.04,30.14,25.65,17.19,8.46,6.24,2.22,.,.
GBRTENW,2007,1,short,3,16,11072.2,38.23,64.08,33.55,78.39,511.85,787.39,758.52,873.06,978.06,922.52,750.85,634.36,659.84,542.71,402.97,449.92,564.92,772.55,1248.42,690.74,557.68,401.42,156.26,.,.
GBRTENW,2008,1,short,3,0,243014,1920,284,180,190,779,1255,1390,1698,2643,3776,5200,7069,10583,16510,20166,27696,37020,42779,61876,38066,23810,17587,6223,.,.
GBRTENW,2008,1,short,3,1,2945.86,43.47,34.99,7.12,3.03,8.13,11.19,23.51,33.84,61.37,82.51,108.59,98.25,119,167.85,188.54,252.51,375.64,500.29,826.05,508.8,317.24,231.26,85.99,.,.
GBRTENW,2008,1,short,3,2,74248.92,4.14,31.9,56.95,30.32,69.06,109.84,134.91,187.64,389.7,662.1,1308.12,2246.6,4208.39,7150.38,8824.38,11257.76,12931.01,12220.99,12424.73,8624.33,3800.4,3001.17,799.23,.,.
GBRTENW,2008,1,short,3,3,412.09,6.21,5.14,4.07,2.02,8.13,2.03,3.07,4.1,7.16,17.32,20.3,16.21,20.17,26.13,37.11,40.08,42.07,42.19,108.58,53.61,54.97,37.33,17.64,.,.
GBRTENW,2008,1,short,3,4,3484.26,45.54,22.64,11.19,10.11,8.13,25.43,40.88,28.71,55.23,74.36,83.22,104.33,138.16,200.02,256.74,389.79,556.95,561.57,871.28,516.89,354.39,254.07,100.32,.,.
GBRTENW,2008,1,short,3,5,5963.72,0,0,0,0,16.25,77.29,110.38,154.83,173.88,165.02,117.72,84.07,88.75,104.53,107.31,284.58,643.09,1139.22,2696.8,1459.64,1237.16,887.7,349.46,.,.
GBRTENW,2008,1,short,3,6,8202.5,65.21,27.78,26.44,29.31,59.92,79.33,72.57,67.67,88.99,169.09,187.74,212.71,274.31,436.22,509.47,803.62,1345.29,1676.68,2070.16,1373.66,696.5,563.11,133.39,.,.
GBRTENW,2008,1,short,3,7,56347.86,33.12,9.26,7.12,9.1,28.44,39.66,89.94,124.07,356.97,658.02,1172.13,1757.37,2513.13,3964.17,4695.5,6528.2,8737.87,10380.56,15243.21,9448.73,5794.48,4332.71,1461.77,.,.
GBRTENW,2008,1,short,3,8,18068.37,5.18,2.06,3.05,2.02,10.16,12.2,25.55,41.01,73.64,116.12,191.8,289.69,405.41,665.39,931.68,1610.26,2899.94,4012.38,6770.83,4041.07,2729.76,2007.69,722.07,.,.
GBRTENW,2008,1,short,3,9,7364.97,1.04,0,0,3.03,2.03,7.12,14.31,29.74,51.14,57.04,127.87,139.78,230.94,403.05,633.82,994.01,1432.44,1470.74,1766.87,1158.2,608.67,487.4,121.26,.,.
GBRTENW,2008,1,short,3,10,12813.3,35.19,18.52,6.1,4.04,6.09,11.19,11.24,30.76,55.23,76.4,99.45,142.82,225.9,369.88,574.65,802.62,1438.45,2506.48,6398.27,3123.61,3274.65,2160.13,1114.52,.,.
GBRTENW,2008,1,short,3,11,20467.4,9.32,17.49,8.14,12.13,9.14,15.26,15.33,16.41,37.84,74.36,119.75,232.97,562.73,1066.43,1617.65,2527.11,3592.11,4468.47,6064.77,3848.88,2215.89,1660.29,555.61,.,.
GBRTENW,2008,1,short,3,12,12441.38,19.67,8.23,5.08,5.05,6.09,24.41,45.99,147.65,289.46,531.72,739.81,905.53,1007.47,1129.75,1027.96,1201.43,1465.49,1613.39,2267.18,1485.94,781.24,582.81,198.43,.,.
GBRTENW,2008,1,short,3,13,1949.94,1.04,3.09,0,2.02,3.05,3.05,6.13,3.08,11.25,19.35,23.34,39.5,50.42,91.47,138.4,192.39,306.52,391.8,664.05,368.2,295.85,220.89,74.96,.,.
GBRTENW,2008,1,short,3,14,4907.44,4.14,2.06,2.03,2.02,2.03,4.07,8.18,13.33,15.34,17.32,18.27,45.58,63.53,116.59,173.5,317.64,668.14,1048.81,2384.86,1311.96,1072.9,747.7,325.21,.,.
GBRTENW,2008,1,short,3,15,2086.22,1613.63,48.36,13.22,10.11,18.28,17.29,22.49,16.41,18.41,35.65,31.46,43.55,43.36,46.24,28.08,21.04,17.03,19.09,22.52,14.16,8.36,7.26,1.1,.,.
GBRTENW,2008,1,short,3,16,11309.77,33.12,52.48,29.49,65.69,524.07,815.65,765.52,798.76,957.37,1019.63,850.43,710.04,631.31,571.91,421.21,472.96,567.97,726.33,1295.83,728.3,567.53,405.48,162.05,.,.
GBRTENW,2009,1,short,3,0,238062,1856,245,147,195,778,1121,1371,1603,2586,3887,5116,6859,10406,16201,19746,27002,35310,41758,61875,38742,23133,16923,6210,.,.
GBRTENW,2009,1,short,3,1,2597.13,39.29,33.94,7.1,11.06,7.13,9.11,12.27,23.71,55.13,75.5,113.01,103.19,133.07,141.84,158.57,240.54,316.56,425.63,690.48,454.53,235.95,174.93,61.02,.,.
GBRTENW,2009,1,short,3,2,74545.42,9.31,36.06,37.51,37.19,91.65,107.34,135.98,197.93,346.09,737.61,1301.14,2219.56,4082.96,7279.13,8854.84,11152.19,12681.63,12382.44,12854.85,9095.62,3759.23,2959.42,799.81,.,.
GBRTENW,2009,1,short,3,3,460.88,5.17,3.18,0,1.01,8.15,5.06,7.16,6.19,11.23,17.34,13.24,19.22,20.16,22.13,39.14,51.12,59.11,59.23,113.06,55.55,57.51,41.16,16.34,.,.
GBRTENW,2009,1,short,3,4,3249.04,35.16,11.67,13.18,13.07,14.26,32.4,31.69,19.59,59.21,61.21,72.29,102.18,146.18,183.08,229.83,355.8,510.91,542.08,815.26,469.68,345.58,237.7,107.88,.,.
GBRTENW,2009,1,short,3,5,5907.85,0,1.06,0,0,18.33,45.57,98.15,132.98,157.22,153.03,91.63,85.99,93.76,92.55,145.52,243.55,648.16,1180.52,2719.83,1526.21,1193.62,861.28,332.35,.,.
GBRTENW,2009,1,short,3,6,8082.28,55.84,37.12,16.22,31.16,68.23,68.86,50.1,58.76,105.16,126.51,170.02,206.38,275.22,374.22,500.8,802.81,1241.21,1670.4,2223.27,1514.09,709.18,576.24,132.94,.,.
GBRTENW,2009,1,short,3,7,54253.45,16.54,6.36,2.03,10.05,33.6,47.59,67.48,135.04,317.51,638.65,1126.03,1645.96,2484.05,3790.46,4524.27,6225.06,8233.69,9892.91,15056.15,9489.55,5566.61,4074.86,1491.75,.,.
GBRTENW,2009,1,short,3,8,17111.44,4.14,1.06,1.01,2.01,8.15,6.08,17.38,35.05,66.36,120.38,185.3,238.75,376.04,615.65,838.01,1591.6,2623.68,3766.43,6614.37,4081.67,2532.7,1879.99,652.71,.,.
GBRTENW,2009,1,short,3,9,7073.08,2.07,0,0,0,3.05,5.06,15.34,23.71,55.13,83.66,84.5,129.49,249.01,407.41,658.37,947.14,1240.21,1438.51,1730.42,1169.65,560.76,432.18,128.58,.,.
GBRTENW,2009,1,short,3,10,12415.73,25.85,19.09,9.12,5.03,13.24,15.19,21.47,35.05,70.44,92.84,115.05,178.05,267.16,407.41,463.67,848.92,1418.53,2313.87,6095.76,2995.85,3099.91,2017.88,1082.04,.,.
GBRTENW,2009,1,short,3,11,19761.59,12.41,8.48,7.1,9.05,14.26,10.13,11.25,28.86,34.71,53.05,110.97,238.75,504.07,986.85,1524.48,2450.54,3384.04,4201.1,6171.51,3937.23,2234.28,1655.67,578.61,.,.
GBRTENW,2009,1,short,3,12,12101.58,13.44,5.3,0,5.03,8.15,24.3,54.19,118.55,277.69,598.86,736.09,807.3,948.66,1103.54,1017.66,1077.43,1406.51,1638.28,2260.6,1447.42,813.18,605.05,208.13,.,.
GBRTENW,2009,1,short,3,13,1947.5,1.03,0,0,4.02,4.07,6.08,5.11,6.19,21.44,20.4,20.36,34.4,59.48,85.51,117.42,193.44,270.48,349.34,748.73,434.33,314.4,230.5,83.9,.,.
GBRTENW,2009,1,short,3,14,4945.38,3.1,1.06,0,0,4.07,2.03,5.11,3.09,11.23,13.26,29.53,39.45,63.51,109.65,167.6,355.8,651.16,1082.15,2403.56,1293.89,1109.67,769.7,339.98,.,.
GBRTENW,2009,1,short,3,15,2145.21,1597.5,45.61,25.34,19.1,22.4,24.3,26.58,20.62,30.63,29.59,29.53,52.61,46.37,61.36,27.1,28.06,23.04,15.06,20.41,12.12,8.29,7.2,1.09,.,.
GBRTENW,2009,1,short,3,16,11464.44,35.16,35,28.39,47.24,459.26,711.89,811.76,757.69,966.81,1065.1,917.32,757.73,656.3,540.2,478.72,437.99,601.07,800.07,1356.74,764.62,592.12,399.25,192.87,.,.
GBRTENW,2010,1,short,3,0,237916,1720,271,157,180,601,1102,1208,1584,2318,3659,5110,6894,10043,16334,20006,26854,34830,41231,63814,38622,25192,18672,6520,.,.
GBRTENW,2010,1,short,3,1,2317.12,43.65,17.93,11.29,3.05,7.17,15.43,11.31,28.6,48.91,78.07,84.39,100.19,100.79,144.74,161.48,214.46,269.38,341.37,634.93,387.09,247.84,176.23,71.61,.,.
GBRTENW,2010,1,short,3,2,74795.38,11.43,37.96,40.02,43.73,70.65,84.37,139.82,195.06,355.6,686.19,1292.24,2317.57,3977.29,7052.84,8896.68,11247.87,12616.75,12328.34,13400.98,9110.24,4290.74,3440.07,850.67,.,.
GBRTENW,2010,1,short,3,3,421.43,9.35,7.38,0,4.07,3.07,8.23,9.25,6.13,6.11,18.49,12.2,17.2,21.17,35.18,32.1,42.09,42.06,53.21,94.13,56.6,37.54,28.86,8.68,.,.
GBRTENW,2010,1,short,3,4,3293.88,39.49,11.6,12.31,5.08,11.26,33.96,31.87,35.74,51.96,78.07,97.6,103.23,136.07,168.86,222.67,347.74,454.64,560.24,891.48,528.58,362.89,257.64,105.25,.,.
GBRTENW,2010,1,short,3,5,6308.6,1.04,0,0,0,8.19,36.01,81.22,119.49,146.72,138.68,119.97,80.96,85.67,105.54,137.41,284.6,626.88,1231.93,3104.28,1683.79,1420.49,1023.36,397.12,.,.
GBRTENW,2010,1,short,3,6,8627.49,41.57,30.58,25.65,24.41,58.36,66.88,65.8,56.17,90.68,141.76,196.23,188.24,277.18,442.25,534.6,862.83,1442.03,1803.22,2279.06,1532.19,746.87,609.07,137.8,.,.
GBRTENW,2010,1,short,3,7,53854.33,15.59,21.09,5.13,9.15,25.6,39.1,75.05,132.77,278.16,623.53,1101.1,1644.56,2326.3,3896.8,4559.67,5968.67,7922.15,9712.87,15497.04,9325.51,6171.53,4581.95,1589.58,.,.
GBRTENW,2010,1,short,3,8,17153.58,6.24,3.16,2.05,4.07,10.24,8.23,8.22,38.81,72.34,121.21,180.97,269.2,385.03,581.96,937.81,1570.33,2487.5,3603.42,6862.77,4040.69,2822.09,2096.19,725.89,.,.
GBRTENW,2010,1,short,3,9,7111.45,2.08,0,0,1.02,2.05,10.29,19.53,23.49,52.98,88.34,124.04,141.69,237.87,414.1,623.87,933.98,1294.82,1359.44,1781.86,1213.82,568.04,441.09,126.95,.,.
GBRTENW,2010,1,short,3,10,11828.66,20.79,22.14,4.1,7.12,8.19,16.46,14.39,26.55,49.93,77.04,125.06,133.59,216.7,374.91,467.4,786.67,1267.78,2144.58,6065.25,2899.63,3165.62,2063.22,1102.4,.,.
GBRTENW,2010,1,short,3,11,20130.57,7.27,9.49,7.18,6.1,5.12,12.35,19.53,13.28,28.53,87.31,111.84,219.61,514.04,1048.33,1589.77,2480.26,3450.85,4233.94,6285.75,3910.31,2375.44,1760.23,615.22,.,.
GBRTENW,2010,1,short,3,12,12292.05,12.47,6.33,9.24,1.02,10.24,18.52,37.01,126.64,272.05,525.94,728.98,819.75,966.6,1205.12,1077.23,1111.36,1390.96,1566.27,2406.33,1484.68,921.65,730.68,190.97,.,.
GBRTENW,2010,1,short,3,13,2002,1.04,1.05,0,0,1.02,3.09,7.2,8.17,12.23,23.63,29.48,39.47,65.52,88.45,125.38,191.41,294.41,412.65,697.81,384.06,313.75,222.6,91.14,.,.
GBRTENW,2010,1,short,3,14,4969.03,6.24,2.11,1.03,1.02,3.07,3.09,1.03,7.15,10.19,22.6,30.5,45.54,65.52,132.67,180.54,323.69,642.9,1096.39,2393.77,1237.07,1156.7,820.34,336.36,.,.
GBRTENW,2010,1,short,3,15,1994.48,1468.5,51.67,12.31,13.22,20.48,24.69,27.76,15.32,20.38,24.65,32.53,46.55,51.4,46.23,37.11,30.06,22.03,23.09,26.47,19.2,7.27,6.18,1.09,.,.
GBRTENW,2010,1,short,3,16,10815.94,33.26,48.51,26.68,56.95,356.3,721.29,659,750.64,821.23,923.48,842.86,726.64,615.84,596.03,422.27,457.97,604.85,760.04,1392.1,808.54,583.56,414.29,169.27,.,.
GBRTENW,2011,1,short,3,0,234660,1845,278,162,163,557,958,1165,1453,2197,3514,5005,6878,9726,15766,19867,26277,33466,40705,64678,37624,27054,20414,6640,.,.
GBRTENW,2011,1,short,3,1,2421.51,41.46,40.73,8.05,2.04,6.13,10.2,15.46,22.64,37.97,54.22,88.31,104.12,114.76,145.75,160.53,199.44,290.45,379.53,699.72,385.05,314.67,242.48,72.19,.,.
GBRTENW,2011,1,short,3,2,75892.29,8.29,33.6,54.34,48.9,64.39,98.96,126.81,191.4,336.58,638.35,1265.71,2254.25,3981.2,6990.92,9217.62,11267.87,12560.52,12629.89,14122.69,9301.9,4820.79,3853.94,966.85,.,.
GBRTENW,2011,1,short,3,3,446.13,8.29,4.07,4.02,2.04,4.09,5.1,6.19,5.15,12.31,7.16,10.15,21.23,22.15,40.21,37.12,35.08,44.07,74.3,103.41,45.48,57.93,37.15,20.78,.,.
GBRTENW,2011,1,short,3,4,3037.86,23.84,18.33,8.05,4.08,11.24,22.45,23.71,33.96,41.05,70.59,100.49,89.97,134.89,178.92,228.76,280.62,417.65,512.06,837.22,457.82,379.41,275.5,103.9,.,.
GBRTENW,2011,1,short,3,5,10260.2,0,1.02,1.01,1.02,4.09,4.08,16.5,22.64,36.94,43.99,64.96,56.61,78.52,118.61,192.64,479.06,1144.78,2283.2,5710.56,3000.58,2709.97,1992.49,717.48,.,.
GBRTENW,2011,1,short,3,6,8501.52,52.86,26.48,20.12,19.36,47.01,70.4,69.08,66.89,85.17,137.08,183.72,224.41,224.48,412.12,550.83,835.84,1358.11,1743.02,2374.55,1480.58,893.96,704.75,189.21,.,.
GBRTENW,2011,1,short,3,7,49643.58,30.06,10.18,4.02,15.28,22.48,37.75,73.2,119.37,286.3,549.35,996.74,1553.72,2216.59,3547.22,4183.9,5601.36,7226.23,8797.44,14372.39,8459.03,5913.36,4529.79,1383.56,.,.
GBRTENW,2011,1,short,3,8,14536.92,3.11,3.05,0,2.04,9.2,9.18,12.37,30.87,55.41,103.32,180.67,258.78,377.48,555.86,807.68,1371.03,2089.25,3025.19,5642.42,3138.03,2504.39,1900.66,603.74,.,.
GBRTENW,2011,1,short,3,9,6191.36,3.11,0,1.01,0,3.07,13.26,14.43,26.75,33.86,75.7,95.41,126.36,193.27,333.71,549.83,794.75,1057.64,1260.08,1609.11,1041.97,567.14,464.33,102.81,.,.
GBRTENW,2011,1,short,3,10,11825.11,31.1,19.35,6.04,3.06,7.15,7.14,22.68,34.99,58.49,82.86,114.7,183.98,232.53,334.72,448.49,735.62,1168.82,2142.63,6190.76,2821.7,3369.06,2273.15,1095.91,.,.
GBRTENW,2011,1,short,3,11,20649.14,22.8,11.2,8.05,6.11,7.15,6.12,16.5,18.52,42.07,71.61,120.79,239.58,465.06,1068.49,1619.38,2564.66,3407.29,4372.62,6581.13,3904.09,2677.04,2049.24,627.8,.,.
GBRTENW,2011,1,short,3,12,12023.94,8.29,9.16,4.02,4.08,10.22,14.28,53.61,110.11,233.96,544.24,714.56,847.11,910.99,1181.07,1070.56,1147.53,1348.09,1536.19,2275.85,1394.68,881.17,681.02,200.15,.,.
GBRTENW,2011,1,short,3,13,1965.79,1.04,4.07,2.01,2.04,3.07,5.1,7.22,11.32,14.37,18.41,28.42,50.54,62.41,122.63,118.39,186.41,272.42,343.38,712.53,391.12,321.42,239.39,82.03,.,.
GBRTENW,2011,1,short,3,14,3996.66,0,0,0,1.02,0,1.02,2.06,6.17,6.16,19.44,20.3,31.34,70.46,105.54,165.55,271.6,489.76,821.31,1984.92,997.5,987.43,696.49,290.93,.,.
GBRTENW,2011,1,short,3,15,2061.26,1586.91,52.95,10.06,9.17,16.35,18.36,16.5,28.81,19.5,17.39,28.42,37.4,38.25,54.28,35.12,21.05,21.03,25.1,24.61,16.17,8.44,5.16,3.28,.,.
GBRTENW,2011,1,short,3,16,11206.71,23.84,43.79,31.19,42.79,341.35,634.59,688.69,723.41,896.86,1080.29,991.66,798.59,602.97,575.96,480.6,485.07,569.89,759.06,1436.12,788.3,647.83,468.46,179.37,.,.
GBRTENW,2012,1,short,3,0,240238,1730,273,148,172,564,933,1097,1428,1962,3360,4962,6697,9404,14889,21054,25892,34120,41889,69664,39335,30329,23064,7265,.,.
GBRTENW,2012,1,short,3,1,2292.44,28.82,20.45,10.21,2.02,4.1,9.12,11.23,20.56,35.82,48.98,93.62,102.36,100.81,168.02,176.65,205.49,300.48,325.37,628.34,342.46,285.88,214.9,70.98,.,.
GBRTENW,2012,1,short,3,2,77304.77,8.23,36.81,41.85,40.47,60.5,90.16,122.46,188.14,302.95,625.47,1311.73,2263.08,3920.69,6795.07,9688.9,11051.46,12808.27,12912.25,15036.28,9632.22,5404.06,4416.91,987.16,.,.
GBRTENW,2012,1,short,3,3,427.21,7.2,6.13,2.04,2.02,2.05,4.05,3.06,3.08,8.19,14.28,17.3,18.24,23.19,24.15,40.15,48.12,53.08,53.22,97.64,53.54,44.1,31,13.1,.,.
GBRTENW,2012,1,short,3,4,3185.85,31.9,19.43,10.21,13.15,11.28,22.29,32.65,38.04,45.03,70.4,81.41,92.23,127.03,190.15,242.9,303.73,450.71,526.21,877.09,511.16,365.94,266.56,99.37,.,.
GBRTENW,2012,1,short,3,5,11914.94,0,1.02,0,0,0,3.04,7.14,27.76,36.85,58.16,71.23,52.7,69.56,114.69,224.83,515.23,1276.02,2696.33,6760.37,3507.4,3252.97,2476.57,776.4,.,.
GBRTENW,2012,1,short,3,6,9608.84,59.69,29.65,20.41,23.27,54.35,60.78,50,57.57,83.92,114.28,200.47,226,280.27,432.62,642.38,929.23,1504.38,1937.14,2902.42,1808.25,1094.17,901.98,192.19,.,.
GBRTENW,2012,1,short,3,7,49842.69,26.76,16.36,4.08,7.08,25.64,41.53,71.43,126.45,221.07,554.05,941.31,1515.14,2110.05,3141.99,4375.21,5375.87,7021.11,9028.94,15238.61,8534.13,6704.47,5071.95,1632.52,.,.
GBRTENW,2012,1,short,3,8,14333.09,4.12,5.11,2.04,0,5.13,8.1,18.37,27.76,47.08,113.26,186.23,238.17,314.54,482.92,830.08,1279.06,2055.25,2921.27,5794.6,3188.18,2606.43,1959.97,646.46,.,.
GBRTENW,2012,1,short,3,9,6174.33,1.03,0,0,0,3.08,7.09,9.18,17.48,40.94,59.18,104.82,129.72,203.65,338.04,573.12,786.88,1035.64,1176.95,1687.53,1046.56,640.97,518.66,122.3,.,.
GBRTENW,2012,1,short,3,10,11857.81,23.67,23.52,5.1,5.06,4.1,9.12,9.18,16.45,27.63,57.14,98.71,127.7,161.3,292.77,471.75,661.58,1249.98,2094.8,6518.24,2794.2,3724.04,2507.56,1216.48,.,.
GBRTENW,2012,1,short,3,11,22089.16,8.23,6.13,9.19,7.08,12.31,10.13,9.18,12.34,32.75,78.57,129.24,226,419.39,1081.54,1810.71,2676.41,3673.81,4574.22,7311.93,4270.1,3041.83,2329.85,711.98,.,.
GBRTENW,2012,1,short,3,12,11898.45,9.26,5.11,2.04,4.05,12.31,8.1,53.06,108.98,196.51,466.3,665.53,800.64,857.93,1020.17,1180.37,1079.59,1384.19,1617.8,2426.51,1426.4,1000.11,789.36,210.75,.,.
GBRTENW,2012,1,short,3,13,1985.36,2.06,1.02,0,2.02,6.15,4.05,3.06,8.22,10.23,21.43,27.48,37.5,59.48,89.54,143.53,195.47,254.4,392.65,727.05,383.87,343.18,263.46,79.72,.,.
GBRTENW,2012,1,short,3,14,4153.15,2.06,0,1.02,0,1.03,2.03,2.04,6.17,5.12,14.28,27.48,30.4,59.48,111.68,156.58,276.66,479.76,853.59,2123.78,1014.24,1109.55,785.23,324.32,.,.
GBRTENW,2012,1,short,3,15,1996.06,1476.83,55.21,16.33,12.14,17.43,23.3,24.49,20.56,25.59,22.45,30.53,38.51,44.36,45.27,43.16,28.07,17.03,25.11,29.69,17.17,12.52,10.33,2.18,.,.
GBRTENW,2012,1,short,3,16,11173.86,40.14,47.03,23.48,53.62,344.55,630.1,670.45,748.44,842.32,1041.77,974.9,798.61,652.27,560.39,453.68,479.15,555.88,753.16,1503.91,805.13,698.78,519.7,179.09,.,.
GBRTENW,2013,1,short,3,0,245585.01,1579,268,151,162,532,897,1161,1514,2092,3393,5072,6973,9667,14734,21687,26100,34652,42705,72246.01,40127,32119.01,25022,7097.01,.,.
GBRTENW,2013,1,short,3,1,2429.83,21.49,18.92,12.08,6.15,5.13,5.1,17.45,21.45,40.01,67.31,88.38,102.02,115.92,130.71,180.76,197.45,309.45,393.6,696.44,369.01,327.43,266.3,61.12,.,.
GBRTENW,2013,1,short,3,2,77572.14,10.23,51.5,43.29,39.99,51.25,77.56,131.4,209.43,301.64,624.14,1318.54,2307.16,3819.42,6587.77,9962.8,11126.58,12786.45,12804.17,15318.83,9638.73,5680.1,4749.04,931.06,.,.
GBRTENW,2013,1,short,3,3,443.73,5.12,7.36,2.01,0,5.13,4.08,2.05,4.09,8.21,8.16,8.13,22.22,34.27,35.19,39.16,49.11,59.09,48.2,102.16,49.54,52.62,34.06,18.56,.,.
GBRTENW,2013,1,short,3,4,3226.71,22.51,13.66,11.07,7.18,16.4,21.43,31.82,39.84,38.99,73.43,91.42,126.27,132.05,164.9,265.11,298.69,464.67,539.2,868.07,471.12,396.95,291.07,105.88,.,.
GBRTENW,2013,1,short,3,5,12874.32,0,0,0,1.03,2.05,6.12,20.53,28.6,31.81,54.05,68.06,77.78,83.67,110.6,239,549.26,1362.97,2823.5,7415.29,3799.28,3616.01,2794.1,821.91,.,.
GBRTENW,2013,1,short,3,6,10275.69,41.96,35.73,27.18,15.38,49.2,54.09,65.7,65.38,90.29,123.4,180.82,228.29,281.24,405.2,697.93,903.08,1571.27,2185.91,3253.66,1999.73,1253.93,1029.08,224.85,.,.
GBRTENW,2013,1,short,3,7,50881.86,24.56,15.76,3.02,9.23,19.48,38.78,78.02,112.38,223.67,502.78,1000.58,1549.56,2204.56,3156.14,4546.08,5555.77,7175.35,9044.85,15621.3,8617.63,7003.67,5459.18,1544.49,.,.
GBRTENW,2013,1,short,3,8,14270.74,6.14,0,0,1.03,7.18,10.2,11.29,40.86,59.51,115.24,172.69,248.49,383.05,516.81,805.38,1277.94,2064.98,2990.18,5559.77,2984.43,2575.35,2004.48,570.86,.,.
GBRTENW,2013,1,short,3,9,6020.46,1.02,0,0,1.03,4.1,5.1,15.4,28.6,33.86,68.33,85.33,139.4,182.45,343.87,527.21,734.69,1057.53,1156.71,1635.83,962.46,673.37,552.21,121.16,.,.
GBRTENW,2013,1,short,3,10,12217.91,19.44,24.17,4.03,4.1,3.08,5.1,12.32,22.48,32.83,57.11,129.01,130.31,167.33,306.67,434.82,658.51,1269.83,2236.11,6700.66,2838.85,3861.81,2676.43,1185.38,.,.
GBRTENW,2013,1,short,3,11,23393.06,11.26,6.31,10.07,5.13,11.28,11.23,12.32,22.48,32.83,73.43,136.12,240.41,453.61,1068.8,1850.77,2806.45,3849.55,4886.91,7904.12,4524.16,3379.96,2666.11,713.85,.,.
GBRTENW,2013,1,short,3,12,11845.97,9.21,7.36,4.03,3.08,16.4,12.25,48.25,100.12,235.98,482.38,666.38,785.89,934.44,1032.61,1215.1,1023.35,1217.76,1532.24,2519.16,1496.26,1022.9,794.78,228.13,.,.
GBRTENW,2013,1,short,3,13,1999.28,1.02,1.05,0,1.03,3.08,5.1,6.16,3.06,9.23,18.36,27.43,46.47,50.4,98.54,151.64,164.38,296.43,367.5,748.42,381.14,367.28,275.59,91.69,.,.
GBRTENW,2013,1,short,3,14,4140.91,0,1.05,0,0,1.03,2.04,5.13,6.13,4.1,19.38,17.27,44.45,73.59,109.6,183.77,262.6,466.67,800.26,2143.84,1039.29,1104.55,817.48,287.07,.,.
GBRTENW,2013,1,short,3,15,1876.32,1377.4,47.29,13.09,11.28,14.35,14.29,16.42,19.41,26.68,43.85,33.52,28.28,42.34,51.28,44.19,20.05,28.04,19.08,25.49,15.16,10.32,10.32,0,.,.
GBRTENW,2013,1,short,3,16,12116.08,27.63,37.84,21.14,56.39,322.89,624.53,686.75,789.69,922.37,1061.65,1048.33,895.99,708.64,615.34,543.28,472.09,671.97,876.57,1732.99,940.22,792.77,601.76,191.01,.,.
GBRTENW,2014,1,short,3,0,245142,1460,271,162,173,536,959,1196,1523,2017,3282,5108,7076,9689,14289,21901,26311,34589,41831,72769,40126,32643,25635,7008,.,.
GBRTENW,2014,1,short,3,1,2398.19,24.9,22.58,4.02,11.13,8.06,9.18,12.28,14.42,49.27,50.04,78.24,109.56,123.22,137.88,199.09,203.49,301.45,370.67,668.69,360.82,307.87,243.96,63.91,.,.
GBRTENW,2014,1,short,3,2,78798.35,7.26,36.95,52.32,41.48,67.5,93.86,128.91,200.8,290.49,620.86,1258.96,2313.02,3856.21,6303.14,10075.2,11310.51,12973.5,13029.87,16137.48,10068.64,6068.83,5017.63,1051.2,.,.
GBRTENW,2014,1,short,3,3,488.36,7.26,5.13,4.02,3.04,2.02,7.14,5.12,6.18,6.16,9.19,21.34,22.32,25.25,33.21,55.3,58.14,49.07,58.26,110.2,59.63,50.57,35.15,15.43,.,.
GBRTENW,2014,1,short,3,4,3482.34,24.9,20.53,7.04,9.11,20.15,24.49,30.69,50.46,53.38,71.48,94.5,125.8,152.51,208.33,275.51,357.87,444.67,594.69,916.25,504.34,411.91,320.45,91.46,.,.
GBRTENW,2014,1,short,3,5,14379.83,0,0,0,0,1.01,5.1,6.14,20.59,32.85,47.99,68.08,64.93,57.57,109.7,283.55,613.49,1485.23,3057.82,8525.77,4222.73,4303.05,3355.43,947.62,.,.
GBRTENW,2014,1,short,3,6,10890.85,45.66,31.82,18.11,28.33,49.37,57.13,69.57,79.29,84.17,93.95,166.64,212.03,226.24,395.52,678.72,981.39,1640.47,2340.58,3691.88,2184.13,1507.75,1264.23,243.52,.,.
GBRTENW,2014,1,short,3,7,49427.11,19.72,8.21,4.02,5.06,16.12,38.77,64.46,133.87,208.37,518.75,1000.87,1563.31,2159.4,3141,4521.78,5250.77,6909.39,8593.83,15269.42,8472.74,6796.68,5292.6,1504.08,.,.
GBRTENW,2014,1,short,3,8,14402.13,6.23,3.08,1.01,1.01,7.05,10.2,12.28,32.95,57.48,128.67,161.56,270.87,376.73,481.06,849.66,1247.03,2073.12,2914.17,5767.98,3022.01,2745.97,2154.25,591.71,.,.
GBRTENW,2014,1,short,3,9,5953.62,3.11,1.03,1.01,0,5.04,5.1,8.18,17.51,29.77,65.35,116.85,144.06,235.33,284.81,505.77,768.87,1027.54,1103.99,1630.3,1007.67,622.63,500.32,122.31,.,.
